ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
002460.SZ,20260829,20260829,20260630,1,4257164842.1
002460.SZ,20260829,20260829,20260630,1,4257164842.1
002460.SZ,20260430,20260430,20260331,1,1837274971.24
002460.SZ,20260430,20260430,20260331,1,1837274971.24
002460.SZ,20260331,20260331,20251231,1,1612980993.34
002460.SZ,20260331,20260331,20251231,1,1612980993.34
002460.SZ,20251029,20251029,20250930,1,25520017.32
002460.SZ,20250823,20250823,20250630,1,-531239266.4
002460.SZ,20250430,20250430,20250331,1,-355829529.74
002460.SZ,20250329,20250329,20241231,1,-2074013392.07
002460.SZ,20241031,20241031,20240930,1,-640389644.06
002460.SZ,20240829,20240829,20240630,1,-760376878.19
002460.SZ,20240430,20240430,20240331,1,-438901866.58
002460.SZ,20240329,20240329,20231231,1,4946809503.79
