ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
300433.SZ,20260416,20260416,20260331,1,-149600746.51
300433.SZ,20260331,20260331,20251231,1,4017827408.8
300433.SZ,20251029,20251029,20250930,1,2842952844.41
300433.SZ,20250826,20250826,20250630,1,1142689297.22
300433.SZ,20250418,20250418,20250331,1,428884756.44
300433.SZ,20250418,20250418,20250331,1,428884756.44
300433.SZ,20250328,20250328,20241231,1,3623900967.3
300433.SZ,20241021,20241021,20240930,1,2370944432.86
300433.SZ,20240826,20240826,20240630,1,861261932.2
300433.SZ,20240424,20240424,20240331,1,309201697.61
300433.SZ,20240422,20240422,20231231,1,3021340311.13
