ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
000338.SZ,20260828,20260828,20260630,1,7701265423.95
000338.SZ,20260828,20260828,20260630,1,7701265423.95
000338.SZ,20260430,20260430,20260331,1,3085463968.2
000338.SZ,20260430,20260430,20260331,1,3085463968.2
000338.SZ,20260327,20260327,20251231,1,10930504451.02
000338.SZ,20251031,20251031,20250930,1,8877551118.3
000338.SZ,20250830,20250830,20250630,1,5643452988.9
000338.SZ,20250430,20250430,20250331,1,2710563216.84
000338.SZ,20250328,20250328,20241231,1,11403288984.59
000338.SZ,20241031,20241031,20240930,1,8401015389.4
000338.SZ,20240823,20240823,20240630,1,5903455392.46
000338.SZ,20240430,20240430,20240331,1,2599658963.24
000338.SZ,20240430,20240430,20240331,1,2599658963.24
000338.SZ,20240326,20240326,20231231,1,9013894024.19
