ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
603501.SH,20260430,20260430,20260331,1,502949305.92
603501.SH,20260430,20260430,20260331,1,502949305.92
603501.SH,20260331,20260331,20251231,1,4045416530.33
603501.SH,20251029,20251029,20250930,1,3210212165.01
603501.SH,20250830,20250830,20250630,1,2027879812.52
603501.SH,20250430,20250430,20250331,1,865970220.63
603501.SH,20250416,20250416,20241231,1,3323242749.9
603501.SH,20241026,20241026,20240930,1,2375297360.17
603501.SH,20240820,20240820,20240630,1,1367013499.87
603501.SH,20240427,20240427,20240331,1,557792077.38
603501.SH,20240427,20240427,20231231,1,555623916.73
