ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
002859.SZ,20260428,20260428,20260331,1,47752907.14
002859.SZ,20260421,20260421,20251231,1,219820959.15
002859.SZ,20260421,20260421,20251231,1,219820959.15
002859.SZ,20251029,20251029,20250930,1,175924933.9
002859.SZ,20251029,20251029,20250930,1,175924933.9
002859.SZ,20250812,20250812,20250630,1,98494123.43
002859.SZ,20250429,20250429,20250331,1,33727204.54
002859.SZ,20250429,20250429,20250331,1,33727204.54
002859.SZ,20250415,20250415,20241231,1,202171413.05
002859.SZ,20241025,20241025,20240930,1,177162724.28
002859.SZ,20240816,20240816,20240630,1,121267962.91
002859.SZ,20240423,20240423,20240331,1,53310482.93
002859.SZ,20240416,20240416,20231231,1,255619754.84
