ts_code,trade_date,open,high,low,close,pre_close,pct_chg,vol,amount
688652.SH,20231129,60.12,62.0,55.0,55.78,31.95,74.5853,272604.03,1553217.261
688652.SH,20231130,56.0,56.48,50.1,50.15,55.78,-10.0932,162016.34,841764.063
688652.SH,20231201,49.55,52.17,49.3,50.55,50.15,0.7976,101934.69,520464.196
688652.SH,20231204,51.58,55.55,50.69,54.55,50.55,7.913,129373.58,691675.565
688652.SH,20231205,54.0,57.31,53.88,54.6,54.55,0.0917,114917.26,641772.202
688652.SH,20231206,55.72,60.35,55.72,57.55,54.6,5.4029,105183.53,612319.431
688652.SH,20231207,57.54,58.68,55.92,57.81,57.55,0.4518,73477.93,422723.408
688652.SH,20231208,57.61,58.2,55.72,56.8,57.81,-1.7471,44294.9,252380.68
688652.SH,20231211,56.21,61.88,56.02,60.35,56.8,6.25,71277.73,419924.111
688652.SH,20231212,59.98,61.78,58.88,59.13,60.35,-2.0215,40804.57,244985.867
688652.SH,20231213,59.48,59.5,58.0,58.49,59.13,-1.0824,26517.92,155521.532
688652.SH,20231214,58.47,58.92,56.34,58.41,58.49,-0.1368,46796.89,269563.454
688652.SH,20231215,58.02,59.68,56.95,57.18,58.41,-2.1058,35184.56,204687.699
688652.SH,20231218,56.5,58.56,55.9,57.98,57.18,1.3991,34025.46,195363.988
688652.SH,20231219,58.19,59.88,57.44,59.0,57.98,1.7592,23874.56,139953.13
688652.SH,20231220,58.5,60.28,57.52,57.79,59.0,-2.0508,34435.49,203488.234
688652.SH,20231221,57.08,58.87,56.06,57.73,57.79,-0.1038,22830.36,131050.3
688652.SH,20231222,57.5,57.97,55.88,56.53,57.73,-2.0786,22345.42,127127.877
688652.SH,20231225,56.5,57.9,56.46,56.62,56.53,0.1592,21176.91,121218.36
688652.SH,20231226,56.0,57.08,55.0,55.16,56.62,-2.5786,22816.61,127630.343
688652.SH,20231227,55.29,64.0,55.12,62.88,55.16,13.9956,70444.74,422642.141
688652.SH,20231228,62.0,63.0,60.5,62.28,62.88,-0.9542,36649.06,225973.515
688652.SH,20231229,61.56,62.3,59.79,60.25,62.28,-3.2595,40338.53,244998.061
688652.SH,20240102,60.28,60.28,57.76,58.42,60.25,-3.0373,31695.7,185639.495
688652.SH,20240103,58.0,58.29,55.81,57.25,58.42,-2.0027,27175.66,155013.716
688652.SH,20240104,57.1,57.1,55.58,56.59,57.25,-1.1528,17897.65,101051.285
688652.SH,20240105,56.6,58.49,56.01,56.33,56.59,-0.4594,25155.22,144342.877
688652.SH,20240108,56.25,57.5,54.63,55.65,56.33,-1.2072,15553.45,87399.648
688652.SH,20240109,55.66,58.2,55.66,56.7,55.65,1.8868,25596.72,145897.662
