ts_code,trade_date,open,high,low,close,pre_close,pct_chg,vol,amount
688721.SH,20240806,41.0,41.15,34.53,34.9,18.5,88.6486,185603.08,690676.341
688721.SH,20240807,33.5,33.79,30.91,31.3,34.9,-10.3152,124300.44,400439.26
688721.SH,20240808,31.56,37.75,31.56,33.5,31.3,7.0288,148715.45,505448.76
688721.SH,20240809,35.0,36.98,31.8,32.0,33.5,-4.4776,120869.47,420436.792
688721.SH,20240812,30.48,31.13,29.11,29.64,32.0,-7.375,96909.06,290326.999
688721.SH,20240813,29.8,31.19,29.35,30.55,29.64,3.0702,73639.8,222445.94
688721.SH,20240814,30.37,30.77,29.19,29.31,30.55,-4.0589,68735.95,205832.051
688721.SH,20240815,29.01,31.4,28.66,30.18,29.31,2.9683,77632.54,233411.168
688721.SH,20240816,30.07,32.09,30.04,30.58,30.18,1.3254,82057.8,254359.611
688721.SH,20240819,30.0,30.79,29.01,29.29,30.58,-4.2184,59951.17,178559.126
688721.SH,20240820,29.4,29.86,28.83,28.93,29.29,-1.2291,52532.78,154031.311
688721.SH,20240821,28.5,28.8,27.58,27.67,28.93,-4.3553,57447.76,161234.598
688721.SH,20240822,27.6,27.75,26.52,26.68,27.67,-3.5779,41111.17,111629.631
688721.SH,20240823,26.63,27.75,26.52,27.45,26.68,2.8861,44111.88,120689.026
688721.SH,20240826,27.17,27.94,26.93,27.05,27.45,-1.4572,35768.49,97490.639
688721.SH,20240827,27.02,27.02,26.19,26.41,27.05,-2.366,35541.57,94390.081
688721.SH,20240828,26.49,27.65,26.26,27.17,26.41,2.8777,38606.26,104862.48
688721.SH,20240829,27.0,27.95,26.9,27.5,27.17,1.2146,45344.7,124616.051
688721.SH,20240830,27.2,29.49,27.0,28.66,27.5,4.2182,64403.38,183129.367
688721.SH,20240902,28.11,28.95,27.1,27.13,28.66,-5.3385,48187.48,134384.423
688721.SH,20240903,26.92,29.48,26.92,28.49,27.13,5.0129,56883.39,162118.204
688721.SH,20240904,27.87,30.37,27.87,28.88,28.49,1.3689,54897.76,159424.219
688721.SH,20240905,28.66,29.2,28.0,28.3,28.88,-2.0083,44419.74,126158.469
688721.SH,20240906,28.29,28.73,27.5,27.72,28.3,-2.0495,38272.22,107478.192
688721.SH,20240909,27.89,28.17,27.45,27.68,27.72,-0.1443,25510.91,70867.771
688721.SH,20240910,27.5,28.44,26.94,28.0,27.68,1.1561,31242.59,86233.917
688721.SH,20240911,27.81,27.81,27.05,27.15,28.0,-3.0357,26588.48,72641.109
688721.SH,20240912,27.3,27.58,26.4,26.4,27.15,-2.7624,28624.22,77135.837
688721.SH,20240913,26.5,26.56,25.35,25.38,26.4,-3.8636,33121.05,85764.64
688721.SH,20240918,25.84,26.17,25.35,25.82,25.38,1.7336,30259.47,78204.213
688721.SH,20240919,25.85,26.28,25.41,25.71,25.82,-0.426,29875.86,77193.14
688721.SH,20240920,25.85,26.07,24.82,25.04,25.71,-2.606,27681.8,70055.336
688721.SH,20240923,25.0,25.25,24.72,25.15,25.04,0.4393,14387.08,36061.909
688721.SH,20240924,25.25,26.7,24.81,26.53,25.15,5.4871,41660.69,108191.041
688721.SH,20240925,26.55,27.46,26.35,26.41,26.53,-0.4523,43822.21,117500.266
688721.SH,20240926,26.55,27.15,26.21,27.11,26.41,2.6505,32655.91,87171.694
688721.SH,20240927,27.43,28.77,27.26,28.62,27.11,5.5699,36003.8,100963.704
688721.SH,20240930,30.08,34.34,29.13,34.34,28.62,19.986,92954.7,295662.426
688721.SH,20241008,41.21,41.21,39.77,41.21,34.34,20.0058,69641.0,285610.815
688721.SH,20241009,42.0,49.45,41.21,49.45,41.21,19.9951,126369.83,594753.884
688721.SH,20241010,49.0,49.0,40.18,41.27,49.45,-16.542,131123.47,578158.373
688721.SH,20241011,40.0,48.58,39.77,43.9,41.27,6.3727,111120.25,483573.972
688721.SH,20241014,42.5,48.78,40.88,46.31,43.9,5.4897,89355.21,392838.291
688721.SH,20241015,45.2,46.88,43.21,43.35,46.31,-6.3917,77556.85,347411.921
688721.SH,20241016,41.88,43.96,41.6,42.19,43.35,-2.6759,43867.37,186496.976
688721.SH,20241017,42.35,46.0,42.35,45.22,42.19,7.1818,64209.31,284483.445
688721.SH,20241018,45.0,54.26,44.22,53.08,45.22,17.3817,100370.56,498053.839
688721.SH,20241021,53.0,63.7,52.0,57.02,53.08,7.4228,115065.89,666523.83
688721.SH,20241022,55.11,58.0,53.06,54.39,57.02,-4.6124,82320.56,455845.479
688721.SH,20241023,53.35,55.1,52.54,52.63,54.39,-3.2359,49872.96,266831.633
688721.SH,20241024,52.4,54.68,51.58,52.43,52.63,-0.38,53643.21,284616.517
688721.SH,20241025,52.5,58.66,51.4,55.1,52.43,5.0925,61460.81,335164.773
688721.SH,20241028,55.5,56.89,54.5,55.04,55.1,-0.1089,36205.73,200505.082
688721.SH,20241029,54.01,56.74,52.26,52.7,55.04,-4.2515,39245.87,215045.127
688721.SH,20241030,52.05,53.48,50.1,51.1,52.7,-3.0361,36466.05,187959.786
688721.SH,20241031,51.5,55.55,50.6,54.16,51.1,5.9883,44682.04,237792.71
688721.SH,20241101,53.01,54.8,48.88,48.91,54.16,-9.6935,43174.07,220262.251
688721.SH,20241104,48.6,50.88,48.26,50.87,48.91,4.0074,23075.08,115273.32
688721.SH,20241105,50.87,53.2,50.57,52.18,50.87,2.5752,30997.59,162048.797
688721.SH,20241106,52.21,53.99,51.51,52.26,52.18,0.1533,34866.7,183907.078
688721.SH,20241107,53.89,62.71,53.01,59.9,52.26,14.6192,85190.99,502004.115
688721.SH,20241108,62.89,68.8,59.68,64.6,59.9,7.8464,82446.73,530071.554
688721.SH,20241111,67.09,75.04,67.09,74.82,64.6,15.8204,73993.39,529150.335
688721.SH,20241112,71.5,74.39,68.7,69.81,74.82,-6.6961,58811.35,417850.465
688721.SH,20241113,68.9,73.8,67.78,72.9,69.81,4.4263,49867.51,357238.143
688721.SH,20241114,72.3,75.0,68.98,71.49,72.9,-1.9342,40022.07,287256.523
688721.SH,20241115,70.93,71.84,65.21,65.8,71.49,-7.9592,37990.66,259285.591
688721.SH,20241118,65.79,66.66,62.01,63.88,65.8,-2.9179,30073.42,192743.377
688721.SH,20241119,63.9,66.88,62.52,66.62,63.88,4.2893,31927.96,207120.502
688721.SH,20241120,66.6,66.6,64.14,65.64,66.62,-1.471,28432.01,185340.095
688721.SH,20241121,65.0,71.3,63.65,68.1,65.64,3.7477,34713.32,235649.621
688721.SH,20241122,67.11,69.97,64.96,65.02,68.1,-4.5228,27923.88,188410.732
688721.SH,20241125,64.5,65.63,61.81,64.02,65.02,-1.538,29527.51,186553.608
688721.SH,20241126,63.41,64.4,60.26,60.42,64.02,-5.6232,24747.08,153872.073
688721.SH,20241127,60.0,62.09,57.59,62.0,60.42,2.615,26790.1,161119.8
688721.SH,20241128,61.8,64.0,60.1,61.5,62.0,-0.8065,27060.84,168240.254
688721.SH,20241129,60.56,69.96,60.52,66.48,61.5,8.0976,38851.54,253113.537
688721.SH,20241202,66.06,67.19,65.01,66.66,66.48,0.2708,28639.5,189904.045
688721.SH,20241203,67.32,69.5,64.03,65.3,66.66,-2.0402,27313.61,181292.04
688721.SH,20241204,67.8,69.49,64.7,65.77,65.3,0.7198,28708.66,192214.328
688721.SH,20241205,65.8,66.08,62.56,63.45,65.77,-3.5274,27982.9,180295.859
688721.SH,20241206,64.0,66.49,61.4,64.29,63.45,1.3239,32200.68,205840.871
688721.SH,20241209,63.02,64.2,62.0,62.37,64.29,-2.9865,20418.25,127854.033
688721.SH,20241210,65.2,66.91,63.56,63.71,62.37,2.1485,31553.74,205521.632
688721.SH,20241211,63.71,65.84,63.0,64.87,63.71,1.8208,21396.5,137689.557
688721.SH,20241212,64.2,65.6,62.38,65.1,64.87,0.3546,22972.14,146494.511
688721.SH,20241213,64.2,66.4,63.8,64.04,65.1,-1.6283,24151.07,156775.87
688721.SH,20241216,63.88,63.88,59.52,59.6,64.04,-6.9332,23551.96,144948.992
688721.SH,20241217,59.5,60.66,59.0,59.54,59.6,-0.1007,11589.82,69224.646
688721.SH,20241218,60.0,61.44,58.65,60.8,59.54,2.1162,13969.65,84086.8
688721.SH,20241219,59.21,61.8,59.21,60.8,60.8,0.0,12673.61,76879.62
688721.SH,20241220,60.65,65.36,60.25,64.16,60.8,5.5263,27509.01,174663.672
688721.SH,20241223,64.2,64.2,61.39,61.68,64.16,-3.8653,17407.57,109082.254
688721.SH,20241224,61.19,62.8,60.88,62.41,61.68,1.1835,13455.73,83182.095
688721.SH,20241225,62.8,62.8,60.0,60.63,62.41,-2.8521,12927.87,78882.188
688721.SH,20241226,60.69,63.21,60.69,62.7,60.63,3.4142,15315.41,95462.382
688721.SH,20241227,62.7,64.51,61.6,61.89,62.7,-1.2919,16361.36,103348.538
688721.SH,20241230,61.11,62.97,60.26,61.89,61.89,0.0,10220.77,63010.85
688721.SH,20241231,61.98,62.11,58.9,59.04,61.89,-4.6049,13739.18,82440.98
688721.SH,20250102,59.21,59.29,53.38,54.75,59.04,-7.2663,18677.71,104708.37
688721.SH,20250103,54.11,55.28,51.46,52.49,54.75,-4.1279,12817.04,68744.6
688721.SH,20250106,52.49,52.89,49.1,50.03,52.49,-4.6866,20375.25,103287.825
688721.SH,20250107,50.34,52.15,49.52,52.03,50.03,3.9976,17061.11,86481.589
688721.SH,20250108,51.21,53.98,50.43,53.12,52.03,2.0949,18192.13,94835.169
688721.SH,20250109,52.8,54.19,52.54,52.58,53.12,-1.0166,14646.45,78057.747
688721.SH,20250110,51.8,54.6,51.25,51.25,52.58,-2.5295,18690.61,99514.755
688721.SH,20250113,50.52,51.78,49.82,51.39,51.25,0.2732,13451.61,68351.598
688721.SH,20250114,51.41,55.11,51.41,54.99,51.39,7.0053,20410.35,109771.081
688721.SH,20250115,55.2,56.18,54.31,54.93,54.99,-0.1091,14940.29,82502.392
688721.SH,20250116,56.03,56.5,53.5,54.06,54.93,-1.5838,16412.45,89778.562
688721.SH,20250117,54.1,56.15,52.6,54.8,54.06,1.3688,21790.76,118125.644
688721.SH,20250120,55.01,55.1,53.44,54.15,54.8,-1.1861,14885.4,80560.783
688721.SH,20250121,54.2,54.8,53.44,54.24,54.15,0.1662,12646.53,68500.646
688721.SH,20250122,54.1,54.21,52.58,53.39,54.24,-1.5671,14099.94,75120.921
688721.SH,20250123,53.88,54.97,52.5,52.5,53.39,-1.667,16775.63,90508.916
688721.SH,20250124,52.01,53.39,52.01,52.6,52.5,0.1905,12147.92,64288.248
688721.SH,20250127,52.58,53.08,50.15,50.15,52.6,-4.6578,13037.78,66747.546
688721.SH,20250205,51.0,52.65,51.0,51.73,50.15,3.1505,11447.03,59244.663
688721.SH,20250206,50.05,54.48,48.88,53.88,51.73,4.1562,35276.81,186089.697
688721.SH,20250207,53.11,54.89,52.9,53.66,53.88,-0.4083,27076.5,146091.236
688721.SH,20250210,53.5,55.14,53.35,54.98,53.66,2.4599,21356.29,116141.173
688721.SH,20250211,54.66,55.69,53.21,54.87,54.98,-0.2001,22741.45,123359.299
688721.SH,20250212,55.01,55.77,53.9,55.55,54.87,1.2393,26295.43,144066.669
688721.SH,20250213,55.39,55.41,53.8,53.8,55.55,-3.1503,21971.11,119326.806
688721.SH,20250214,53.3,54.45,52.16,52.67,53.8,-2.1004,17152.89,90359.437
688721.SH,20250217,52.67,53.45,52.3,53.0,52.67,0.6265,15458.4,81732.799
688721.SH,20250218,53.01,57.88,52.53,54.87,53.0,3.5283,46299.33,257161.535
688721.SH,20250219,54.37,58.7,54.36,57.71,54.87,5.1759,46544.86,267390.482
688721.SH,20250220,57.0,59.63,56.66,58.16,57.71,0.7798,35334.76,205749.586
688721.SH,20250221,59.0,59.79,57.0,58.66,58.16,0.8597,36300.75,211556.002
688721.SH,20250224,58.16,58.5,56.68,57.32,58.66,-2.2844,25651.44,147035.61
688721.SH,20250225,56.37,60.0,56.11,58.78,57.32,2.5471,33395.38,196823.975
688721.SH,20250226,58.7,59.23,57.77,58.79,58.78,0.017,24286.35,142343.712
