ts_code,trade_date,open,high,low,close,pre_close,pct_chg,vol,amount
000670.SZ,20170208,7.65,7.77,7.56,7.6,7.96,-4.52,321441.71,244391.996
000670.SZ,20170209,7.54,7.72,7.51,7.61,7.6,0.13,289244.13,220056.384
000670.SZ,20170210,7.61,7.63,7.43,7.52,7.61,-1.18,225450.62,169387.071
000670.SZ,20170213,7.46,7.54,7.45,7.53,7.52,0.13,94405.24,70850.392
000670.SZ,20170214,7.49,7.52,7.15,7.23,7.53,-3.98,376632.17,274582.676
000670.SZ,20170215,7.18,7.2,6.95,7.05,7.23,-2.49,266564.75,188029.976
000670.SZ,20170216,7.02,7.19,6.97,7.14,7.05,1.28,161483.54,114220.414
000670.SZ,20170217,7.12,7.12,7.0,7.03,7.14,-1.54,116513.57,82211.256
000670.SZ,20170220,7.01,7.07,6.97,7.03,7.03,0.0,93920.39,65965.09
000670.SZ,20170221,7.03,7.11,7.0,7.09,7.03,0.85,92584.49,65461.135
000670.SZ,20170222,7.1,7.14,7.07,7.11,7.09,0.28,60630.2,43055.458
000670.SZ,20170223,7.12,7.15,7.07,7.15,7.11,0.56,73165.54,51991.254
000670.SZ,20170224,7.14,7.35,7.12,7.26,7.15,1.54,115683.4,83988.764
000670.SZ,20170227,7.25,7.45,7.24,7.34,7.26,1.1,143395.97,105492.98
000670.SZ,20170228,7.33,7.39,7.23,7.26,7.34,-1.09,92407.1,67308.476
000670.SZ,20170301,7.29,7.47,7.23,7.38,7.26,1.65,162577.03,120089.809
000670.SZ,20170302,7.37,7.48,7.36,7.39,7.38,0.14,123609.52,91527.019
000670.SZ,20170303,7.38,7.54,7.36,7.47,7.39,1.08,126309.88,94372.472
000670.SZ,20170306,7.52,7.84,7.48,7.84,7.47,4.95,281088.24,217306.604
000670.SZ,20170307,7.91,8.03,7.75,7.87,7.84,0.38,231845.5,182262.708
000670.SZ,20170308,7.8,7.84,7.71,7.74,7.87,-1.65,147600.98,114530.139
000670.SZ,20170309,7.77,7.89,7.71,7.87,7.74,1.68,162684.61,126878.191
