ts_code,trade_date,name,open,high,low,close,change,pct_change,vol,amount,pe,pb,float_mv,total_mv
801731.SI,20180102,电机,7129.92,7191.42,7049.51,7155.34,-4.95,-0.07,6461.0,80481.0,44.72,2.99,4682003.0,12431264.255863
801731.SI,20180103,电机,7128.84,7300.25,7066.96,7221.81,66.47,0.93,13766.0,198839.0,45.15,3.02,4725499.0,12516023.008292
801731.SI,20180104,电机,7176.84,7281.87,7103.19,7177.41,-44.4,-0.61,10013.0,163358.0,44.81,3.0,4696443.0,12433656.539521
801731.SI,20180105,电机,7183.72,7282.82,7072.63,7139.61,-37.8,-0.53,9715.0,154532.0,44.62,2.99,4671711.0,12386496.481099
801731.SI,20180108,电机,7124.93,7321.19,6992.89,7223.87,84.26,1.18,14255.0,204217.0,45.3,3.03,4726846.0,12461531.376967
801731.SI,20180109,电机,7242.53,7423.21,7180.67,7275.37,51.5,0.71,17013.0,236576.0,45.62,3.05,4760548.0,12602900.120438
801731.SI,20180110,电机,7236.41,7353.71,7084.27,7175.94,-99.43,-1.37,12133.0,190589.0,44.9,3.0,4695487.0,12558539.369554
801731.SI,20180111,电机,7143.27,7294.16,7058.17,7225.9,49.95,0.7,9638.0,136866.0,45.26,3.03,4728172.0,12629709.257431
801731.SI,20180112,电机,7191.25,7282.77,7089.61,7141.78,-84.12,-1.16,7810.0,113681.0,44.7,2.99,4673132.0,12524899.598721
801731.SI,20180115,电机,7121.6,7178.71,6760.22,6850.0,-291.78,-4.09,13519.0,172013.0,42.85,2.87,4482207.0,12134153.295871
801731.SI,20180116,电机,6840.91,6935.83,6740.44,6838.53,-11.47,-0.17,7386.0,106577.0,42.77,2.87,4461337.0,12070462.273826
801731.SI,20180117,电机,6824.86,6923.8,6597.28,6804.36,-34.17,-0.5,9716.0,122241.0,42.52,2.85,4439048.0,12074985.360027
801731.SI,20180118,电机,6760.86,6909.62,6698.63,6812.2,7.84,0.12,6691.0,86767.0,42.6,2.85,4444162.0,12100821.139936
801731.SI,20180119,电机,6788.26,6875.65,6702.98,6755.5,-56.7,-0.83,6241.0,88024.0,42.18,2.83,4407170.0,12012887.367442
801731.SI,20180122,电机,6750.15,6867.72,6657.21,6791.86,36.36,0.54,6229.0,89267.0,42.51,2.85,4430889.0,12030861.340008
801731.SI,20180123,电机,6782.3,6863.25,6698.47,6767.87,-23.99,-0.35,5841.0,81668.0,42.42,2.84,4415237.0,11995668.37145
