ts_code,trade_date,name,open,high,low,close,change,pct_change,vol,amount,pe,pb,float_mv,total_mv
801128.SI,20180102,休闲食品,1846.97,1872.59,1827.55,1858.97,11.82,0.64,2763.0,39378.0,44.4,3.3,2061281.0,8701256.0
801128.SI,20180103,休闲食品,1857.9,1877.31,1843.67,1866.17,7.2,0.39,2858.0,46680.0,44.58,3.31,2069268.0,8744588.0
801128.SI,20180104,休闲食品,1867.91,1889.22,1851.37,1874.38,8.21,0.44,2518.0,41957.0,44.81,3.33,2078376.0,8789814.0
801128.SI,20180105,休闲食品,1871.62,1909.38,1858.7,1885.47,11.09,0.59,3021.0,49392.0,45.08,3.35,2090676.0,8871007.0
801128.SI,20180108,休闲食品,1878.85,1900.52,1860.6,1880.45,-5.02,-0.27,2663.0,42954.0,44.99,3.34,2085110.0,8862051.0
801128.SI,20180109,休闲食品,1888.6,1936.05,1874.51,1907.69,27.24,1.45,6006.0,73250.0,45.69,3.39,2115320.0,8974889.0
801128.SI,20180110,休闲食品,1905.23,1922.22,1853.76,1880.26,-27.43,-1.44,4323.0,66115.0,44.96,3.34,2084908.0,8894290.0
801128.SI,20180111,休闲食品,1876.3,1892.53,1847.48,1878.73,-1.53,-0.08,3002.0,49950.0,44.74,3.33,2083207.0,8898438.0
801128.SI,20180112,休闲食品,1883.64,1898.34,1857.24,1869.55,-9.18,-0.49,2578.0,48429.0,44.25,3.31,2089820.0,8810609.0
801128.SI,20180115,休闲食品,1861.81,1879.23,1806.97,1821.32,-48.23,-2.58,3604.0,56014.0,43.18,3.23,2035914.0,8652951.0
801128.SI,20180116,休闲食品,1822.86,1855.7,1808.74,1838.86,17.54,0.96,2434.0,43748.0,43.56,3.26,2055523.0,8729097.0
801128.SI,20180117,休闲食品,1834.63,1861.68,1795.81,1836.64,-2.22,-0.12,2830.0,46546.0,43.83,3.18,2053046.0,8789468.0
801128.SI,20180118,休闲食品,1833.05,1858.14,1817.7,1832.5,-4.14,-0.23,1898.0,32420.0,43.75,3.17,2048414.0,8750343.0
801128.SI,20180119,休闲食品,1831.68,1846.45,1804.41,1815.93,-16.57,-0.9,2016.0,37322.0,43.31,3.14,2029889.0,8652018.0
801128.SI,20180122,休闲食品,1812.76,1855.87,1795.39,1840.52,24.59,1.35,2591.0,49938.0,43.81,3.19,2057379.0,8753489.0
801128.SI,20180123,休闲食品,1838.41,1864.92,1824.66,1844.66,4.14,0.22,2150.0,39538.0,43.94,3.19,2062002.0,8809321.0
801128.SI,20180124,休闲食品,1845.17,1887.6,1831.67,1875.92,31.26,1.69,3504.0,58017.0,44.72,3.25,2096946.0,8923215.0
801128.SI,20180125,休闲食品,1878.72,1901.92,1855.01,1868.61,-7.31,-0.39,2970.0,48225.0,44.59,3.24,2088778.0,8902955.0
801128.SI,20180126,休闲食品,1867.77,1888.08,1846.66,1864.74,-3.87,-0.21,2247.0,38788.0,44.54,3.23,2084447.0,8864381.0
801128.SI,20180129,休闲食品,1856.18,1876.37,1813.46,1824.2,-40.54,-2.17,2247.0,40270.0,43.64,3.16,2039129.0,8652018.0
