ts_code,trade_date,name,open,high,low,close,change,pct_change,vol,amount,pe,pb,float_mv,total_mv
801018.SI,20180102,动物保健,6998.02,7063.77,6862.63,6942.79,13.64,0.2,1611.0,35030.0,34.9,4.42,4629701.0,7766977.33993
801018.SI,20180103,动物保健,6977.78,7111.07,6887.91,6985.68,42.89,0.62,1868.0,38183.0,35.05,4.44,4661851.0,7814826.916682
801018.SI,20180104,动物保健,7023.33,7104.93,6928.93,6993.22,7.53,0.11,1847.0,37222.0,35.13,4.45,4666879.0,7821591.82625
801018.SI,20180105,动物保健,7051.04,7076.85,6903.32,6928.88,-64.34,-0.92,1288.0,25977.0,34.82,4.41,4623945.0,7760058.7712
801018.SI,20180108,动物保健,6995.9,7034.8,6845.65,6916.88,-12.0,-0.17,1617.0,34067.0,34.86,4.42,4615936.0,7743668.162712
801018.SI,20180109,动物保健,6970.41,7023.26,6814.52,6885.22,-31.66,-0.46,1638.0,33878.0,34.67,4.4,4594809.0,7719840.200339
801018.SI,20180110,动物保健,6945.38,6971.95,6732.05,6800.01,-85.21,-1.24,1798.0,37851.0,34.15,4.33,4537945.0,7639626.43992
801018.SI,20180111,动物保健,6821.33,6924.93,6753.01,6844.39,44.38,0.65,1580.0,32018.0,34.38,4.36,4567564.0,7690490.651374
801018.SI,20180112,动物保健,6867.77,6921.87,6753.28,6795.44,-48.95,-0.72,1313.0,27394.0,34.11,4.32,4534897.0,7640500.826591
801018.SI,20180115,动物保健,6843.03,6946.25,6699.65,6782.58,-12.86,-0.19,2063.0,44899.0,34.17,4.33,4526313.0,7592236.158073
801018.SI,20180116,动物保健,6838.31,6968.38,6695.42,6881.27,98.69,1.46,2761.0,59718.0,34.84,4.42,4592173.0,7686710.246261
801018.SI,20180117,动物保健,6942.49,7036.06,6703.47,6793.12,-88.15,-1.28,3171.0,65840.0,34.29,4.35,4533344.0,7645735.170745
801018.SI,20180118,动物保健,6842.31,6904.19,6734.88,6769.03,-24.09,-0.35,2064.0,46712.0,34.16,4.33,4517270.0,7619364.93395
801018.SI,20180119,动物保健,6797.76,6889.76,6711.19,6739.98,-29.05,-0.43,1850.0,38332.0,34.01,4.31,4497883.0,7587610.867751
801018.SI,20180122,动物保健,6768.36,6906.71,6655.57,6816.82,76.84,1.14,1725.0,35541.0,34.49,4.37,4549161.0,7655659.062498
801018.SI,20180123,动物保健,6869.97,6945.61,6770.77,6832.04,15.23,0.22,1663.0,36751.0,34.64,4.39,4559323.0,7659805.447471
801018.SI,20180124,动物保健,6882.87,6949.18,6774.94,6813.59,-18.46,-0.27,1668.0,31435.0,34.5,4.37,4547006.0,7646780.539591
801018.SI,20180125,动物保健,6865.66,7034.64,6798.43,6898.3,84.72,1.24,1715.0,37970.0,34.88,4.42,4599155.0,7729654.469136
801018.SI,20180126,动物保健,6946.78,6998.34,6803.44,6849.96,-48.35,-0.7,1506.0,31740.0,34.7,4.4,4566920.0,7676133.628573
801018.SI,20180129,动物保健,6901.14,6947.76,6659.49,6702.6,-147.35,-2.15,1951.0,44306.0,33.91,4.3,4468678.0,7533329.743036
801018.SI,20180130,动物保健,6720.1,6836.29,6657.02,6723.67,21.07,0.31,990.0,21765.0,34.02,4.31,4482723.0,7560609.293717
801018.SI,20180131,动物保健,6766.85,6821.57,6594.27,6673.49,-50.18,-0.75,1721.0,28390.0,33.78,4.28,4449269.0,7465284.048929
801018.SI,20180201,动物保健,6718.48,6740.58,6271.92,6369.07,-304.42,-4.56,2889.0,61497.0,32.22,4.09,4246311.0,7173379.815667
801018.SI,20180202,动物保健,6384.52,6541.24,6217.78,6354.97,-14.1,-0.22,2157.0,42552.0,32.4,4.11,4236908.0,7129071.413066
801018.SI,20180205,动物保健,6425.11,6500.13,6221.17,6332.12,-22.85,-0.36,1541.0,33406.0,32.36,4.1,4221676.0,7099754.732811
801018.SI,20180206,动物保健,6339.32,6404.62,6070.21,6189.1,-143.02,-2.26,2228.0,42789.0,31.63,4.01,4126322.0,6937413.177541
801018.SI,20180207,动物保健,6324.34,6448.54,6103.01,6213.51,24.42,0.39,2923.0,40304.0,31.71,4.02,4142600.0,6983511.393376
801018.SI,20180208,动物保健,6288.84,6389.98,6105.4,6215.51,2.0,0.03,1974.0,29517.0,31.69,4.02,4141312.0,6997183.817155
801018.SI,20180209,动物保健,6215.72,6267.77,5984.06,6038.29,-177.22,-2.85,1933.0,29944.0,30.76,3.9,4023233.0,6801611.775974
801018.SI,20180212,动物保健,6177.58,6355.81,6058.5,6224.71,186.41,3.09,1143.0,20643.0,31.78,4.03,4147437.0,6987027.90575
801018.SI,20180213,动物保健,6303.02,6393.08,6183.34,6227.49,2.78,0.04,963.0,18186.0,31.82,4.04,4149292.0,6990607.224671
801018.SI,20180214,动物保健,6335.9,6380.12,6200.77,6257.93,30.44,0.49,612.0,11244.0,31.02,4.05,4169574.0,7020860.554217
