ts_code,trade_date,name,open,high,low,close,change,pct_change,vol,amount,pe,pb,float_mv,total_mv
801102.SI,20180102,通信设备,2760.62,2788.22,2703.38,2752.87,1.84,0.07,67879.0,1308209.0,55.23,3.58,47128021.0,93413033.110978
801102.SI,20180103,通信设备,2751.95,2847.68,2733.48,2812.57,59.7,2.17,99353.0,2046048.0,56.46,3.66,48160137.0,95328948.20311
801102.SI,20180104,通信设备,2804.45,2841.74,2772.66,2815.76,3.18,0.11,78318.0,1464591.0,56.55,3.67,48214663.0,95325860.217865
801102.SI,20180105,通信设备,2814.31,2838.14,2766.83,2788.3,-27.46,-0.98,72366.0,1291942.0,56.04,3.63,47774733.0,94436199.63889
801102.SI,20180108,通信设备,2786.75,2806.71,2719.16,2768.65,-19.65,-0.7,85482.0,1600447.0,55.63,3.6,47443349.0,93795679.810808
801102.SI,20180109,通信设备,2762.41,2806.21,2728.26,2775.4,6.75,0.24,77860.0,1509376.0,55.76,3.61,47559040.0,93948041.678903
801102.SI,20180110,通信设备,2776.33,2799.44,2710.11,2752.53,-22.87,-0.82,81121.0,1460677.0,55.34,3.58,47278921.0,93174342.90987
801102.SI,20180111,通信设备,2740.54,2821.66,2713.5,2789.46,36.93,1.34,97060.0,1850619.0,56.05,3.63,47913293.0,94563350.227479
801102.SI,20180112,通信设备,2780.41,2797.73,2729.58,2746.68,-42.78,-1.53,72342.0,1363157.0,55.17,3.57,47219832.0,93110366.960929
801102.SI,20180115,通信设备,2738.13,2782.27,2644.67,2686.29,-60.39,-2.2,99592.0,1970250.0,54.01,3.5,46183173.0,90787686.927287
801102.SI,20180116,通信设备,2677.16,2757.27,2645.96,2723.02,36.73,1.37,85830.0,1917470.0,54.75,3.55,46814712.0,91891245.097494
801102.SI,20180117,通信设备,2731.02,2760.16,2628.19,2689.64,-33.39,-1.23,97164.0,2090454.0,54.03,3.5,46240871.0,91128170.86299
801102.SI,20180118,通信设备,2683.33,2728.19,2650.66,2681.59,-8.05,-0.3,75087.0,1394212.0,53.88,3.49,46102543.0,90772855.145076
801102.SI,20180119,通信设备,2681.34,2733.1,2655.27,2686.79,5.2,0.19,70704.0,1302173.0,54.01,3.5,46191909.0,90874429.546274
801102.SI,20180122,通信设备,2683.93,2727.12,2620.35,2700.67,13.89,0.52,76133.0,1433465.0,54.31,3.52,46442084.0,91161596.775872
801102.SI,20180123,通信设备,2696.24,2735.53,2658.47,2689.28,-11.39,-0.42,62468.0,1191834.0,54.07,3.5,46246204.0,90762317.926656
801102.SI,20180124,通信设备,2686.82,2756.22,2655.54,2737.64,48.36,1.8,90940.0,1673397.0,55.05,3.57,47082306.0,92362018.830063
801102.SI,20180125,通信设备,2731.51,2774.31,2693.47,2710.83,-26.81,-0.98,85767.0,1478298.0,54.52,3.53,46621252.0,91477456.117103
801102.SI,20180126,通信设备,2703.04,2739.16,2665.96,2685.0,-25.83,-0.95,67174.0,1337344.0,54.01,3.5,46176965.0,90616440.849028
801102.SI,20180129,通信设备,2675.61,2708.0,2554.8,2574.66,-110.34,-4.11,113911.0,2221480.0,51.77,3.35,44283611.0,87296825.66078
