ts_code,trade_date,name,open,high,low,close,change,pct_change,vol,amount,pe,pb,float_mv,total_mv
801178.SI,20180102,物流,7029.77,7138.54,6940.95,7059.48,63.29,0.9,15903.0,203410.0,20.69,2.76,13708550.0,64155971.725515
801178.SI,20180103,物流,7086.41,7169.86,6995.85,7089.97,30.49,0.43,17206.0,223669.0,20.76,2.77,13767072.0,64355622.305856
801178.SI,20180104,物流,7109.09,7252.86,7027.25,7177.98,88.01,1.24,19229.0,292999.0,20.95,2.8,13939191.0,65933692.516235
801178.SI,20180105,物流,7196.12,7308.86,7089.56,7166.31,-11.67,-0.16,27190.0,356456.0,20.95,2.8,13922032.0,65348208.139449
801178.SI,20180108,物流,7189.28,7288.81,7081.25,7181.02,14.71,0.21,21419.0,293766.0,21.16,2.78,14123674.0,65620620.610627
801178.SI,20180109,物流,7205.68,7323.14,7121.48,7223.54,42.52,0.59,20338.0,264242.0,21.33,2.8,14207334.0,66150363.704764
801178.SI,20180110,物流,7263.88,7355.28,7113.63,7211.73,-11.82,-0.16,19082.0,261990.0,21.31,2.8,14184096.0,65772541.035896
801178.SI,20180111,物流,7220.95,7329.4,7105.61,7256.36,44.64,0.62,26953.0,334703.0,21.42,2.81,14271885.0,66017660.846269
801178.SI,20180112,物流,7250.89,7324.09,7125.76,7199.99,-56.37,-0.78,25487.0,355286.0,21.26,2.79,14161014.0,65514568.250685
801178.SI,20180115,物流,7176.47,7264.89,6981.76,7045.56,-154.44,-2.14,24957.0,333980.0,20.8,2.72,13751619.0,64069828.643445
801178.SI,20180116,物流,7043.63,7198.79,6957.1,7106.55,60.99,0.87,25739.0,379906.0,20.95,2.74,13870663.0,64360454.415482
801178.SI,20180117,物流,7100.64,7209.78,6953.69,7112.43,5.88,0.08,26962.0,379293.0,20.98,2.75,13882149.0,64464860.88352
801178.SI,20180118,物流,7114.61,7213.37,7033.71,7120.42,7.99,0.11,17398.0,259112.0,21.03,2.75,13900354.0,64280357.08261
801178.SI,20180119,物流,7122.91,7217.35,7026.7,7106.08,-14.34,-0.2,22677.0,354838.0,20.93,2.74,13872354.0,64324173.396217
801178.SI,20180122,物流,7073.44,7219.34,6981.84,7142.79,36.71,0.52,24739.0,363605.0,21.06,2.76,13944025.0,64487181.397974
801178.SI,20180123,物流,7128.48,7254.69,7065.86,7191.49,48.7,0.68,20887.0,303179.0,21.19,2.78,14141894.0,66216043.016613
801178.SI,20180124,物流,7195.5,7325.13,7127.46,7250.16,58.67,0.82,26186.0,366749.0,21.32,2.79,14263288.0,66630313.581119
801178.SI,20180125,物流,7235.33,7364.27,7166.74,7264.52,14.36,0.2,25709.0,396997.0,21.36,2.8,14291534.0,66707280.691405
801178.SI,20180126,物流,7249.1,7389.31,7179.98,7297.27,32.75,0.45,30512.0,448618.0,21.65,2.87,14844481.0,66841057.709278
801178.SI,20180129,物流,7279.22,7398.46,7174.49,7270.4,-26.87,-0.37,26663.0,390995.0,21.58,2.86,14789811.0,66447220.269789
801178.SI,20180130,物流,7260.82,7344.93,7121.13,7188.59,-81.81,-1.13,24460.0,348282.0,21.32,2.83,14623394.0,66227126.734566
801178.SI,20180131,物流,7142.66,7214.04,6970.35,7069.74,-118.85,-1.65,23051.0,332118.0,20.91,2.77,14381625.0,65609083.411777
801178.SI,20180201,物流,7063.74,7162.99,6742.55,6858.27,-211.47,-2.99,28669.0,414658.0,20.27,2.69,13951434.0,64229881.00474
801178.SI,20180202,物流,6851.33,6996.4,6621.47,6853.78,-4.49,-0.07,26536.0,400925.0,20.21,2.68,13942304.0,64188593.590382
801178.SI,20180205,物流,6841.81,7010.69,6675.82,6866.75,12.97,0.19,25082.0,419881.0,20.32,2.7,13968688.0,63528050.818783
801178.SI,20180206,物流,6823.92,6897.35,6473.59,6572.4,-294.35,-4.29,24959.0,322254.0,19.53,2.59,13369909.0,61306280.08693
801178.SI,20180207,物流,6709.54,6788.34,6380.71,6543.53,-28.87,-0.44,21356.0,303921.0,19.48,2.59,13311187.0,60651850.827213
801178.SI,20180208,物流,6583.13,6732.83,6444.54,6605.31,61.78,0.94,15736.0,217357.0,19.61,2.6,13436853.0,61155216.447948
801178.SI,20180209,物流,6542.96,6632.79,6288.51,6432.08,-173.23,-2.62,20905.0,263080.0,19.12,2.54,13084466.0,59564960.066123
801178.SI,20180212,物流,6511.81,6658.59,6392.14,6542.24,110.16,1.71,15730.0,209570.0,19.42,2.58,13308563.0,60564826.519923
801178.SI,20180213,物流,6612.38,6711.7,6466.08,6535.09,-7.15,-0.11,15759.0,264924.0,19.36,2.57,13444248.0,61590954.781502
801178.SI,20180214,物流,6595.79,6672.13,6457.11,6550.0,14.91,0.23,9774.0,155657.0,19.43,2.58,13474914.0,61733252.107355
801178.SI,20180222,物流,6656.11,6786.81,6529.18,6663.27,113.28,1.73,12396.0,183967.0,19.76,2.62,13707954.0,62615270.130941
801178.SI,20180223,物流,6731.27,6790.79,6586.47,6663.42,0.14,0.0,12911.0,201277.0,19.73,2.62,13708246.0,62575090.236342
801178.SI,20180226,物流,6754.32,6984.01,6649.47,6863.71,200.3,3.01,31069.0,454348.0,20.29,2.69,14120305.0,65510633.795312
801178.SI,20180227,物流,6899.51,7012.45,6750.1,6851.37,-12.35,-0.18,26910.0,431808.0,20.21,2.68,14094907.0,65431603.745884
801178.SI,20180228,物流,6848.36,6935.8,6696.0,6809.39,-41.97,-0.61,20559.0,314379.0,20.13,2.67,14008558.0,64828589.636617
801178.SI,20180301,物流,6813.05,6962.27,6705.19,6874.12,64.73,0.95,22212.0,323765.0,20.29,2.69,14141722.0,65648396.995964
801178.SI,20180302,物流,6885.54,6995.6,6763.77,6854.2,-19.92,-0.29,22359.0,303366.0,20.23,2.69,14100737.0,65548353.326362
801178.SI,20180305,物流,6904.9,7018.56,6791.46,6883.19,28.99,0.42,22175.0,340231.0,20.32,2.7,14160382.0,65672696.453588
801178.SI,20180306,物流,6928.68,7077.45,6812.89,6956.18,72.99,1.06,26937.0,426137.0,20.55,2.73,14312845.0,66491848.44056
801178.SI,20180307,物流,6981.31,7086.38,6860.56,6945.49,-10.69,-0.15,22167.0,363892.0,20.55,2.73,14294548.0,66593094.959226
801178.SI,20180308,物流,6973.19,7175.5,6887.3,7072.51,127.02,1.83,26696.0,485375.0,20.9,2.77,14555970.0,68240844.655379
801178.SI,20180309,物流,7105.81,7256.31,6997.66,7137.27,64.76,0.92,33213.0,534359.0,21.08,2.8,14689255.0,68533406.632458
801178.SI,20180312,物流,7178.45,7327.55,7066.79,7197.97,60.69,0.85,33086.0,534780.0,21.23,2.83,14814171.0,68761422.36367
801178.SI,20180313,物流,7224.78,7296.34,7039.65,7119.84,-78.13,-1.09,25727.0,437799.0,20.92,2.79,14653378.0,68055768.235895
801178.SI,20180314,物流,7145.12,7240.9,6997.42,7054.13,-65.71,-0.92,22072.0,378393.0,21.36,2.77,14524358.0,67860017.358523
801178.SI,20180315,物流,7064.3,7150.88,6882.68,7003.76,-50.37,-0.71,22608.0,356373.0,21.31,2.76,14440073.0,67041317.241914
801178.SI,20180316,物流,7036.55,7127.08,6911.84,6973.75,-30.01,-0.43,18476.0,283489.0,21.21,2.74,14378202.0,66730477.619303
801178.SI,20180319,物流,7003.87,7096.47,6863.78,6962.06,-11.69,-0.17,18006.0,264324.0,21.45,2.73,14354090.0,66746946.106269
801178.SI,20180320,物流,6970.86,7063.69,6833.95,6960.21,-1.85,-0.03,16673.0,260220.0,21.46,2.73,14350281.0,66964556.144663
801178.SI,20180321,物流,7007.63,7107.9,6864.16,6914.67,-45.53,-0.65,22216.0,336078.0,21.31,2.71,14256399.0,66505011.611193
801178.SI,20180322,物流,6865.36,6957.13,6757.18,6839.11,-75.56,-1.09,19862.0,295213.0,21.11,2.69,14100609.0,65499822.153627
801178.SI,20180323,物流,6660.78,6723.42,6344.16,6451.94,-387.17,-5.66,32833.0,435555.0,19.99,2.55,13302347.0,62625256.135365
801178.SI,20180326,物流,6383.66,6557.93,6228.02,6507.75,55.81,0.87,24289.0,328585.0,20.26,2.58,13498895.0,63046731.55988
801178.SI,20180327,物流,6536.71,6715.32,6484.63,6614.85,107.1,1.65,34444.0,505775.0,20.44,2.62,13725099.0,64002894.240871
801178.SI,20180328,物流,6548.96,6726.99,6490.67,6598.48,-16.37,-0.25,28488.0,417499.0,20.37,2.61,13691143.0,64261206.199052
801178.SI,20180329,物流,6609.91,6719.14,6546.52,6650.55,52.07,0.79,21029.0,294489.0,20.51,2.63,13799182.0,64403929.441103
801178.SI,20180330,物流,6672.28,6770.15,6604.37,6718.2,67.64,1.02,22313.0,314394.0,20.71,2.66,13939537.0,64955822.00249
801178.SI,20180402,物流,6723.15,6842.59,6618.64,6731.04,12.84,0.19,27830.0,397716.0,20.73,2.66,13966189.0,64888548.769761
801178.SI,20180403,物流,6648.32,6792.75,6554.22,6708.83,-22.21,-0.33,29650.0,433795.0,20.58,2.64,13920108.0,64326649.941515
801178.SI,20180404,物流,6706.75,6829.73,6641.17,6736.08,27.25,0.41,27948.0,425111.0,20.81,2.64,14086521.0,64979285.147909
801178.SI,20180409,物流,6712.08,6857.52,6615.71,6784.65,48.58,0.72,30591.0,508295.0,20.86,2.65,14188423.0,65345960.637731
801178.SI,20180410,物流,6791.4,6873.55,6656.48,6765.97,-18.68,-0.28,29530.0,470781.0,20.92,2.66,14147722.0,65239612.287063
801178.SI,20180411,物流,6783.47,6897.52,6723.24,6825.95,59.98,0.89,26106.0,446351.0,21.03,2.67,14273138.0,65928937.223197
801178.SI,20180412,物流,6817.83,6886.11,6714.81,6801.49,-24.46,-0.36,24744.0,431397.0,20.87,2.65,14221994.0,65906053.510733
801178.SI,20180413,物流,6822.3,6904.86,6719.05,6804.95,3.45,0.05,22418.0,451910.0,20.94,2.66,14229218.0,65872711.147202
801178.SI,20180416,物流,6839.01,6927.25,6677.89,6800.11,-4.83,-0.07,29282.0,538014.0,20.98,2.67,14219115.0,65404630.240154
