ts_code,trade_date,name,open,high,low,close,change,pct_change,vol,amount,pe,pb,float_mv,total_mv
801724.SI,20180102,专业工程,2204.39,2245.8,2182.17,2230.21,29.64,1.35,30455.0,283935.0,25.21,2.0,11980919.0,34583434.599518
801724.SI,20180103,专业工程,2234.6,2280.18,2213.51,2258.74,28.53,1.28,40653.0,371962.0,25.52,2.03,12134187.0,35007245.139783
801724.SI,20180104,专业工程,2257.47,2291.46,2234.37,2264.12,5.38,0.24,40174.0,376442.0,25.59,2.03,12163079.0,35066435.45741
801724.SI,20180105,专业工程,2259.34,2297.2,2238.35,2266.85,2.74,0.12,33811.0,304904.0,25.63,2.04,12196555.0,35132548.837269
801724.SI,20180108,专业工程,2262.68,2302.56,2225.72,2274.42,7.57,0.33,44051.0,363091.0,25.75,2.05,12237274.0,35027280.703786
801724.SI,20180109,专业工程,2270.52,2284.79,2230.54,2243.31,-31.11,-1.37,34008.0,281312.0,24.66,1.93,12821106.0,34546390.953532
801724.SI,20180110,专业工程,2240.36,2272.0,2214.11,2236.65,-6.66,-0.3,30144.0,265165.0,24.59,1.93,12782754.0,34472975.892576
801724.SI,20180111,专业工程,2231.42,2252.11,2201.17,2231.1,-5.55,-0.25,24108.0,208481.0,24.53,1.92,12751035.0,34380397.635791
801724.SI,20180112,专业工程,2230.32,2241.7,2198.84,2209.96,-21.14,-0.95,21729.0,185196.0,24.31,1.91,12630220.0,34020884.074541
801724.SI,20180115,专业工程,2197.97,2204.54,2120.54,2131.15,-78.81,-3.57,33149.0,274894.0,23.44,1.84,12179787.0,32876730.932279
801724.SI,20180116,专业工程,2121.3,2164.92,2105.56,2149.17,18.02,0.85,30983.0,269942.0,23.65,1.85,12282774.0,33203739.092296
801724.SI,20180117,专业工程,2149.58,2178.42,2115.31,2153.95,4.78,0.22,29234.0,260365.0,23.68,1.86,12310082.0,33332492.531499
801724.SI,20180118,专业工程,2150.66,2217.96,2137.72,2197.65,43.71,2.03,34012.0,283175.0,24.18,1.9,12559876.0,33953751.475744
801724.SI,20180119,专业工程,2196.09,2216.03,2165.27,2181.24,-16.42,-0.75,28030.0,265424.0,24.0,1.88,12468062.0,33730282.760659
801724.SI,20180122,专业工程,2183.12,2206.45,2156.16,2190.86,9.62,0.44,21472.0,208262.0,24.1,1.89,12523078.0,33834474.353741
801724.SI,20180123,专业工程,2191.57,2219.12,2174.49,2201.3,10.44,0.48,30481.0,268062.0,24.23,1.9,12582753.0,33947363.80741
801724.SI,20180124,专业工程,2200.64,2268.73,2181.56,2231.02,29.72,1.35,44117.0,384226.0,24.58,1.93,12752662.0,34325395.645288
801724.SI,20180125,专业工程,2223.08,2259.01,2201.7,2229.48,-1.55,-0.07,37827.0,332893.0,24.57,1.93,12743806.0,34231535.896937
801724.SI,20180126,专业工程,2218.72,2261.81,2204.34,2231.87,2.39,0.11,34677.0,306638.0,24.61,1.93,12757466.0,34305648.843669
801724.SI,20180129,专业工程,2232.52,2258.14,2188.92,2213.97,-17.9,-0.8,33930.0,301614.0,24.42,1.91,12655148.0,33984093.316274
801724.SI,20180130,专业工程,2207.25,2235.15,2185.07,2201.61,-12.35,-0.56,22566.0,214718.0,24.27,1.9,12584537.0,33813861.872012
801724.SI,20180131,专业工程,2196.51,2226.73,2157.13,2185.97,-15.64,-0.71,35344.0,319382.0,24.12,1.89,12495131.0,33479387.281328
801724.SI,20180201,专业工程,2186.29,2211.94,2082.85,2113.85,-72.12,-3.3,47647.0,397821.0,23.32,1.83,12082871.0,32456148.517132
801724.SI,20180202,专业工程,2095.05,2142.87,2051.71,2116.95,3.1,0.15,32665.0,289812.0,23.35,1.83,12100605.0,32438327.155123
801724.SI,20180205,专业工程,2094.43,2144.79,2060.89,2108.77,-8.18,-0.39,31158.0,291949.0,23.28,1.83,12053830.0,32406170.872751
801724.SI,20180206,专业工程,2065.31,2090.53,1987.4,2003.25,-105.52,-5.0,36803.0,286967.0,22.14,1.74,11450691.0,30989644.61593
801724.SI,20180207,专业工程,2025.57,2044.78,1947.99,1990.01,-13.24,-0.66,26960.0,218351.0,21.97,1.72,11374991.0,30859009.713347
801724.SI,20180208,专业工程,1974.97,2012.75,1940.39,1983.66,-6.35,-0.32,22871.0,180197.0,21.88,1.72,11338692.0,30742325.838342
801724.SI,20180209,专业工程,1925.13,1954.58,1840.78,1877.11,-106.55,-5.37,28399.0,212773.0,20.67,1.62,10729661.0,29123087.166267
801724.SI,20180212,专业工程,1878.01,1916.73,1861.1,1900.93,23.82,1.27,17311.0,141965.0,20.91,1.64,10865803.0,29518699.50383
801724.SI,20180213,专业工程,1903.78,1943.37,1888.94,1904.22,3.29,0.17,31797.0,246946.0,20.95,1.64,10884611.0,29587270.162899
801724.SI,20180214,专业工程,1903.63,1920.16,1876.11,1898.09,-6.13,-0.32,19233.0,139759.0,20.88,1.64,10849585.0,29508300.93279
801724.SI,20180222,专业工程,1913.51,1951.69,1903.46,1937.7,39.61,2.09,24025.0,175156.0,21.32,1.67,11075976.0,30104376.339225
801724.SI,20180223,专业工程,1940.32,1983.08,1928.46,1958.53,20.83,1.08,27950.0,213353.0,21.55,1.69,11195066.0,30419720.717631
801724.SI,20180226,专业工程,1967.85,1999.46,1945.78,1989.67,31.14,1.59,29637.0,235490.0,21.88,1.72,11373042.0,30888680.029931
801724.SI,20180227,专业工程,1989.41,2004.69,1958.6,1973.28,-16.38,-0.82,25896.0,207952.0,21.68,1.7,11279404.0,30641455.963217
801724.SI,20180228,专业工程,1963.93,2001.74,1942.55,1982.01,8.73,0.44,30547.0,245389.0,21.77,1.71,11329278.0,30723670.558724
801724.SI,20180301,专业工程,1967.44,2004.71,1956.71,1993.34,11.33,0.57,27060.0,214928.0,21.89,1.72,11394044.0,30886013.241876
801724.SI,20180302,专业工程,1978.09,2000.45,1959.52,1976.17,-17.17,-0.86,22073.0,183902.0,21.68,1.7,11297148.0,30673557.289959
