ts_code,trade_date,name,open,high,low,close,change,pct_change,vol,amount,pe,pb,float_mv,total_mv
801133.SI,20180102,饰品,3578.84,3636.79,3551.17,3614.09,30.32,0.85,9746.0,94910.0,29.38,2.7,4194674.0,11370375.0
801133.SI,20180103,饰品,3611.51,3664.34,3587.29,3620.53,6.44,0.18,8187.0,83737.0,29.53,2.71,4202143.0,11401563.0
801133.SI,20180104,饰品,3611.6,3646.88,3580.33,3618.76,-1.77,-0.05,7841.0,74977.0,29.47,2.7,4200083.0,11402542.0
801133.SI,20180105,饰品,3613.61,3697.36,3596.09,3656.28,37.52,1.04,10747.0,105405.0,29.64,2.73,4243625.0,11513051.0
801133.SI,20180108,饰品,3653.89,3736.63,3622.99,3697.37,41.09,1.12,10397.0,109188.0,30.05,2.76,4291321.0,11674280.0
801133.SI,20180109,饰品,3692.81,3712.79,3638.59,3660.06,-37.31,-1.01,6805.0,71684.0,29.77,2.74,4248014.0,11564679.0
801133.SI,20180110,饰品,3651.96,3699.54,3605.08,3651.32,-8.74,-0.24,7920.0,82194.0,29.64,2.73,4237867.0,11517114.0
801133.SI,20180111,饰品,3639.76,3703.57,3614.76,3667.7,16.38,0.45,8082.0,92804.0,29.82,2.74,4256881.0,11606465.0
801133.SI,20180112,饰品,3663.03,3713.05,3623.66,3659.31,-8.39,-0.23,7129.0,78724.0,29.92,2.73,4247144.0,11586646.0
801133.SI,20180115,饰品,3660.53,3699.69,3603.88,3638.83,-20.48,-0.56,8431.0,87000.0,29.64,2.72,4223376.0,11514001.0
801133.SI,20180116,饰品,3627.7,3696.25,3608.52,3660.34,21.51,0.59,8519.0,81518.0,29.84,2.74,4248340.0,11599639.0
801133.SI,20180117,饰品,3657.88,3691.88,3593.36,3661.14,0.8,0.02,8333.0,82946.0,29.75,2.74,4249266.0,11578845.0
801133.SI,20180118,饰品,3658.19,3684.09,3571.62,3585.89,-75.25,-2.06,7152.0,70447.0,29.6,2.68,4161580.0,11364567.0
801133.SI,20180119,饰品,3643.45,3682.33,3547.6,3590.45,4.56,0.13,7067.0,75169.0,29.64,2.68,4166873.0,11388222.0
801133.SI,20180122,饰品,3643.78,3691.67,3554.98,3608.12,17.67,0.49,5451.0,56801.0,29.81,2.7,4187372.0,11439826.0
801133.SI,20180123,饰品,3664.32,3717.28,3573.17,3613.6,5.48,0.15,6994.0,84841.0,29.87,2.7,4193729.0,11476952.0
801133.SI,20180124,饰品,3670.59,3716.21,3588.98,3631.69,18.09,0.5,9149.0,121439.0,30.04,2.71,4214726.0,11552095.0
801133.SI,20180125,饰品,3690.44,3743.35,3610.18,3653.41,21.72,0.6,9865.0,113646.0,30.25,2.73,4239932.0,11625318.0
801133.SI,20180126,饰品,3705.7,3739.84,3614.31,3640.33,-13.08,-0.36,7015.0,82288.0,30.13,2.72,4224752.0,11576167.0
801133.SI,20180129,饰品,3693.77,3738.89,3583.29,3631.02,-9.31,-0.26,9426.0,109365.0,30.04,2.71,4213946.0,11527644.0
