ts_code,trade_date,name,open,high,low,close,change,pct_change,vol,amount,pe,pb,float_mv,total_mv
801783.SI,20180102,股份制银行Ⅱ,4424.98,4527.33,4418.25,4489.29,74.43,1.69,68102.0,863672.0,6.81,0.99,98884359.0,232400426.0
801783.SI,20180103,股份制银行Ⅱ,4493.75,4548.36,4460.91,4495.36,6.07,0.14,75792.0,971799.0,6.82,0.99,99018169.0,232720575.0
801783.SI,20180104,股份制银行Ⅱ,4508.81,4521.72,4453.53,4475.72,-19.64,-0.44,51520.0,645660.0,6.79,0.98,98585612.0,231838044.0
801783.SI,20180105,股份制银行Ⅱ,4483.29,4518.98,4456.72,4505.04,29.32,0.66,50300.0,625447.0,6.84,0.99,99231437.0,233401047.0
801783.SI,20180108,股份制银行Ⅱ,4493.22,4527.63,4446.51,4484.81,-20.23,-0.45,69221.0,844503.0,6.81,0.99,98785819.0,232303251.0
801783.SI,20180109,股份制银行Ⅱ,4485.73,4522.18,4463.08,4492.19,7.38,0.16,50284.0,585588.0,6.82,0.99,98948365.0,232661818.0
801783.SI,20180110,股份制银行Ⅱ,4485.73,4641.97,4471.31,4622.24,130.05,2.9,153103.0,1761926.0,7.01,1.02,101812962.0,239062900.0
801783.SI,20180111,股份制银行Ⅱ,4616.57,4674.2,4579.26,4623.48,1.24,0.03,82974.0,987449.0,7.02,1.02,101840350.0,239553019.0
801783.SI,20180112,股份制银行Ⅱ,4635.18,4680.22,4609.8,4648.74,25.26,0.55,69439.0,828995.0,7.07,1.02,102396819.0,241304138.0
801783.SI,20180115,股份制银行Ⅱ,4637.56,4766.93,4623.76,4708.3,59.56,1.28,129922.0,1536243.0,7.16,1.04,103708858.0,244641389.0
801783.SI,20180116,股份制银行Ⅱ,4702.32,4743.51,4648.19,4696.69,-11.61,-0.25,105533.0,1302713.0,7.14,1.03,103453262.0,244094084.0
801783.SI,20180117,股份制银行Ⅱ,4714.26,4886.38,4681.34,4730.01,33.32,0.71,174894.0,2136942.0,7.19,1.04,104187130.0,245395389.0
801783.SI,20180118,股份制银行Ⅱ,4765.97,4837.32,4730.97,4800.79,70.78,1.5,153975.0,1882171.0,7.3,1.06,105746088.0,249748542.0
801783.SI,20180119,股份制银行Ⅱ,4845.61,4953.67,4785.96,4823.88,23.09,0.48,228418.0,2778918.0,7.33,1.06,106254582.0,250868886.0
801783.SI,20180122,股份制银行Ⅱ,4780.76,4896.41,4725.84,4778.67,-45.21,-0.94,179704.0,2225817.0,7.27,1.05,105258621.0,248602379.0
801783.SI,20180123,股份制银行Ⅱ,4780.76,4930.48,4771.33,4912.42,133.75,2.8,195311.0,2224761.0,7.47,1.08,108204552.0,255591142.0
