ts_code,trade_date,name,open,high,low,close,change,pct_change,vol,amount,pe,pb,float_mv,total_mv
801016.SI,20180102,种植业,2921.59,2945.13,2875.43,2919.03,-1.37,-0.05,12094.0,126984.0,51.26,3.29,6757528.0,15094055.35702
801016.SI,20180103,种植业,2911.72,2959.42,2893.71,2934.24,15.21,0.52,12031.0,127380.0,51.54,3.31,6792733.0,15172071.17354
801016.SI,20180104,种植业,2931.06,2961.32,2908.71,2941.19,6.95,0.24,9648.0,101208.0,51.64,3.32,6814990.0,15202314.311857
801016.SI,20180105,种植业,2939.95,2997.7,2918.32,2963.68,22.49,0.76,14639.0,146181.0,52.02,3.35,6844592.0,15335207.446214
801016.SI,20180108,种植业,2964.52,3018.03,2936.17,2992.7,29.02,0.98,13530.0,160653.0,52.55,3.38,6911621.0,15456344.469845
801016.SI,20180109,种植业,2987.45,3009.09,2947.17,2970.08,-22.62,-0.76,9022.0,99035.0,52.17,3.35,6859376.0,15333361.094584
801016.SI,20180110,种植业,2965.91,3000.58,2926.24,2969.94,-0.14,0.0,12610.0,127676.0,52.19,3.36,6859940.0,15360470.998626
801016.SI,20180111,种植业,2963.4,3001.44,2920.73,2963.96,-5.97,-0.2,12306.0,120978.0,52.07,3.35,6846141.0,15345413.211437
801016.SI,20180112,种植业,2962.02,2991.91,2925.06,2947.81,-16.15,-0.55,12039.0,123946.0,51.81,3.33,6808828.0,15232364.415245
801016.SI,20180115,种植业,2944.86,2953.82,2840.05,2867.13,-80.68,-2.74,13059.0,135468.0,50.41,3.24,6622475.0,14822081.121399
801016.SI,20180116,种植业,2869.77,2977.77,2854.83,2951.94,84.81,2.96,24691.0,229561.0,51.89,3.34,6818365.0,15331818.436195
801016.SI,20180117,种植业,2945.85,3037.85,2888.41,2957.24,5.3,0.18,30136.0,299879.0,51.98,3.34,6830602.0,15366016.653823
801016.SI,20180118,种植业,2938.67,2967.13,2896.11,2930.08,-27.15,-0.92,16775.0,174302.0,51.5,3.31,6767888.0,15195737.884382
801016.SI,20180119,种植业,2925.37,2955.61,2878.98,2903.97,-26.12,-0.89,14816.0,154866.0,51.06,3.28,6707567.0,15039295.081464
801016.SI,20180122,种植业,2902.57,2933.84,2821.33,2906.88,2.91,0.1,12531.0,157491.0,51.09,3.29,6714294.0,15084836.136477
801016.SI,20180123,种植业,2904.62,2960.3,2875.38,2927.11,20.23,0.7,19962.0,209272.0,51.46,3.31,6761019.0,15222185.666497
801016.SI,20180124,种植业,2910.42,2932.37,2875.21,2913.97,-13.14,-0.45,12825.0,139631.0,51.21,3.29,6730657.0,15146396.741708
801016.SI,20180125,种植业,2908.85,2948.83,2871.93,2900.37,-13.6,-0.47,13921.0,152496.0,50.97,3.28,6699244.0,15090701.302477
801016.SI,20180126,种植业,2900.88,2965.93,2881.81,2928.18,27.81,0.96,18022.0,189850.0,51.47,3.31,6763480.0,15265022.321186
801016.SI,20180129,种植业,2937.86,2993.03,2897.33,2943.78,15.61,0.53,22237.0,211409.0,51.76,3.33,6799530.0,15406089.246402
801016.SI,20180130,种植业,2945.94,2978.93,2907.57,2956.29,12.5,0.42,15625.0,159315.0,51.98,3.34,6828406.0,15467256.009835
801016.SI,20180131,种植业,2921.41,2957.76,2838.83,2873.15,-83.13,-2.81,20747.0,199746.0,50.52,3.25,6636390.0,14950431.25952
801016.SI,20180201,种植业,2870.55,2897.93,2736.91,2772.57,-100.59,-3.5,19231.0,188908.0,48.75,3.13,6404053.0,14436935.06001
801016.SI,20180202,种植业,2745.35,2773.45,2649.77,2744.33,-28.24,-1.02,14607.0,144336.0,48.28,3.1,6338830.0,14251623.584666
801016.SI,20180205,种植业,2751.75,2867.0,2716.49,2787.15,42.82,1.56,20171.0,221680.0,49.04,3.15,6437744.0,14465323.636429
801016.SI,20180206,种植业,2716.57,2741.52,2553.32,2568.09,-219.06,-7.86,24351.0,228831.0,45.18,2.91,5931758.0,13310191.90107
801016.SI,20180207,种植业,2611.55,2711.79,2545.71,2626.33,58.24,2.27,22103.0,193942.0,46.21,2.97,6066273.0,13577645.283727
801016.SI,20180208,种植业,2625.72,2692.91,2592.15,2653.43,27.1,1.03,15084.0,133860.0,46.69,3.0,6128873.0,13726759.853583
