ts_code,trade_date,name,open,high,low,close,change,pct_change,vol,amount,pe,pb,float_mv,total_mv
801156.SI,20180102,医疗服务,5132.3,5214.09,5046.09,5094.93,-27.01,-0.53,5257.0,153832.0,104.62,8.77,11557023.0,25946146.791511
801156.SI,20180103,医疗服务,5100.23,5144.18,4946.11,5078.77,-16.16,-0.32,6134.0,173797.0,104.27,8.75,11520368.0,25815332.822228
801156.SI,20180104,医疗服务,5094.75,5175.8,5030.81,5100.6,21.83,0.43,6083.0,170059.0,104.87,8.8,11569893.0,25864106.489578
801156.SI,20180105,医疗服务,5135.18,5245.69,5069.05,5166.55,65.95,1.29,7631.0,219015.0,106.21,8.91,11719482.0,26350524.218519
801156.SI,20180108,医疗服务,5173.64,5252.98,5096.07,5188.3,21.75,0.42,6527.0,187504.0,107.56,8.6,11772253.0,26815049.721401
801156.SI,20180109,医疗服务,5168.24,5295.38,5090.68,5208.83,20.53,0.4,7035.0,200360.0,107.93,8.63,11818834.0,27038891.418635
801156.SI,20180110,医疗服务,5202.43,5334.41,5112.37,5229.9,21.07,0.4,6613.0,198084.0,108.51,8.68,11865652.0,27020351.596972
801156.SI,20180111,医疗服务,5229.4,5353.66,5170.71,5263.04,33.14,0.63,5457.0,158696.0,109.24,8.74,11940832.0,27190519.72287
801156.SI,20180112,医疗服务,5246.81,5327.59,5181.61,5276.39,13.35,0.25,4671.0,141936.0,109.6,8.77,11971122.0,27215178.399439
801156.SI,20180115,医疗服务,5256.91,5332.47,5111.22,5185.69,-90.7,-1.72,6622.0,176568.0,107.94,8.63,11765347.0,26740221.385204
801156.SI,20180116,医疗服务,5179.39,5348.69,5131.98,5228.35,42.66,0.82,6710.0,179391.0,108.87,8.71,11862137.0,27062043.742548
801156.SI,20180117,医疗服务,5234.84,5284.5,5084.1,5211.86,-16.5,-0.32,5588.0,152547.0,108.44,8.67,11824706.0,26937232.200568
801156.SI,20180118,医疗服务,5199.83,5325.82,5161.61,5232.19,20.34,0.39,5878.0,158613.0,108.7,8.69,11870844.0,27099911.69884
801156.SI,20180119,医疗服务,5214.78,5295.69,5144.18,5187.08,-45.11,-0.86,4983.0,135584.0,107.77,8.62,11768497.0,26885325.225996
801156.SI,20180122,医疗服务,5187.02,5280.3,5076.11,5213.36,26.28,0.51,5929.0,162059.0,108.39,8.67,11828128.0,27080226.918513
801156.SI,20180123,医疗服务,5214.03,5302.92,5169.14,5242.87,29.5,0.57,5554.0,139248.0,108.89,8.71,11895063.0,27268082.525127
801156.SI,20180124,医疗服务,5233.7,5437.28,5181.17,5391.71,148.84,2.84,8380.0,231232.0,111.98,8.96,12232750.0,27886072.916437
801156.SI,20180125,医疗服务,5387.0,5483.51,5305.74,5360.98,-30.73,-0.57,7135.0,187229.0,111.27,8.9,12163036.0,27724134.486822
801156.SI,20180126,医疗服务,5353.36,5425.61,5280.99,5339.69,-21.29,-0.4,5659.0,142968.0,110.85,8.87,12114736.0,27561356.724194
801156.SI,20180129,医疗服务,5315.94,5376.68,5175.95,5231.42,-108.27,-2.03,7397.0,187102.0,108.56,8.68,11869094.0,27099689.11759
801156.SI,20180130,医疗服务,5225.89,5310.36,5172.4,5267.33,35.91,0.69,5328.0,132690.0,109.33,8.74,11950565.0,27266480.09827
801156.SI,20180131,医疗服务,5249.04,5341.02,5108.64,5187.55,-79.78,-1.51,9494.0,195519.0,107.63,8.61,11769558.0,26890403.67261
801156.SI,20180201,医疗服务,5163.57,5245.22,4864.83,4945.98,-241.57,-4.66,10407.0,250601.0,102.47,8.2,11221482.0,25818750.866718
801156.SI,20180202,医疗服务,4907.86,5045.43,4742.4,4903.98,-42.0,-0.85,8012.0,203810.0,101.6,8.13,11126189.0,25754238.432997
801156.SI,20180205,医疗服务,4824.05,4925.38,4697.77,4748.46,-155.52,-3.17,7695.0,193490.0,98.31,7.86,10773345.0,25106444.515931
801156.SI,20180206,医疗服务,4728.81,4809.15,4478.83,4573.18,-175.28,-3.69,6962.0,163456.0,94.94,7.59,10375064.0,24054810.900963
801156.SI,20180207,医疗服务,4700.34,4781.97,4461.0,4556.42,-16.76,-0.37,7042.0,158273.0,94.29,7.55,10332700.0,24044395.119095
801156.SI,20180208,医疗服务,4612.29,4745.12,4508.79,4601.03,44.61,0.98,5081.0,105313.0,95.22,7.63,10433855.0,24260929.804899
801156.SI,20180209,医疗服务,4572.5,4671.27,4418.62,4481.6,-119.42,-2.6,4784.0,103483.0,92.8,7.43,10163038.0,23568351.23139
801156.SI,20180212,医疗服务,4570.36,4749.71,4483.64,4625.72,144.12,3.22,5952.0,134207.0,95.76,7.67,10489854.0,24429787.07369
801156.SI,20180213,医疗服务,4707.29,4796.99,4583.44,4632.41,6.69,0.14,5013.0,111896.0,95.97,7.69,10505026.0,24457610.008808
