ts_code,trade_date,name,open,high,low,close,change,pct_change,vol,amount,pe,pb,float_mv,total_mv
801194.SI,20180102,保险,1510.48,1560.7,1506.07,1552.22,46.47,3.09,23712.0,1278705.0,19.88,2.94,90825852.0,189905179.907267
801194.SI,20180103,保险,1565.97,1577.82,1500.37,1517.19,-35.03,-2.26,32380.0,1787804.0,19.43,2.87,88788087.0,186464718.538388
801194.SI,20180104,保险,1518.25,1539.72,1501.83,1515.1,-2.09,-0.14,26949.0,1338834.0,19.4,2.87,88677391.0,185462366.478577
801194.SI,20180105,保险,1523.22,1529.33,1498.21,1506.66,-8.44,-0.56,18946.0,958018.0,19.3,2.85,88181612.0,183939645.807666
801194.SI,20180108,保险,1505.12,1505.97,1470.25,1487.17,-19.49,-1.29,27262.0,1458161.0,19.05,2.81,87042789.0,181991706.052629
801194.SI,20180109,保险,1492.55,1527.73,1485.77,1520.99,33.82,2.27,26519.0,1380921.0,19.48,2.88,89019908.0,185589070.148544
801194.SI,20180110,保险,1514.96,1521.43,1495.29,1515.85,-5.14,-0.34,18794.0,977928.0,19.41,2.87,88713945.0,184707075.107231
801194.SI,20180111,保险,1503.29,1543.94,1500.94,1533.6,17.76,1.17,20811.0,1152151.0,19.64,2.9,89748643.0,186384001.58711
801194.SI,20180112,保险,1533.78,1571.87,1526.36,1569.39,35.78,2.33,24053.0,1362778.0,20.1,2.97,91829747.0,189520352.452227
801194.SI,20180115,保险,1585.66,1653.16,1585.25,1637.92,68.53,4.37,42858.0,2389657.0,20.98,3.1,95824648.0,197246335.24258
801194.SI,20180116,保险,1637.52,1669.22,1622.27,1635.31,-2.61,-0.16,29384.0,1715396.0,20.94,3.09,95668391.0,196383979.531897
801194.SI,20180117,保险,1639.26,1670.72,1610.17,1629.33,-5.98,-0.37,33168.0,1695957.0,20.87,3.08,95346443.0,197085804.58982
801194.SI,20180118,保险,1652.2,1683.62,1617.26,1629.14,-0.19,-0.01,38499.0,2271852.0,20.86,3.08,95343661.0,196152453.62595
801194.SI,20180119,保险,1641.53,1656.73,1612.21,1626.58,-2.56,-0.16,30688.0,1717825.0,20.83,3.08,95199261.0,195079180.319069
801194.SI,20180122,保险,1618.58,1658.27,1612.44,1643.05,16.47,1.01,27915.0,1558402.0,21.04,3.11,96151537.0,195427326.705016
801194.SI,20180123,保险,1671.68,1693.48,1634.02,1643.79,0.74,0.04,37148.0,2206924.0,21.05,3.11,96205412.0,195902845.047461
801194.SI,20180124,保险,1649.76,1659.77,1594.2,1598.0,-45.79,-2.79,33268.0,1925634.0,20.47,3.02,93530236.0,191808818.630543
801194.SI,20180125,保险,1588.89,1589.96,1560.26,1573.88,-24.12,-1.51,27559.0,1466701.0,20.16,2.98,92113468.0,188611885.701757
