ts_code,trade_date,name,open,high,low,close,change,pct_change,vol,amount,pe,pb,float_mv,total_mv
801129.SI,20180102,调味发酵品Ⅱ,5338.12,5437.44,5270.45,5360.62,12.29,0.23,8404.0,98430.0,32.14,6.0,9683831.0,25338806.0
801129.SI,20180103,调味发酵品Ⅱ,5344.69,5453.96,5301.04,5416.63,56.01,1.04,8445.0,120998.0,32.38,6.06,9785004.0,25519369.0
801129.SI,20180104,调味发酵品Ⅱ,5413.81,5565.6,5376.55,5532.09,115.46,2.13,8943.0,131564.0,33.35,6.19,9999877.0,26238210.0
801129.SI,20180105,调味发酵品Ⅱ,5529.36,5572.5,5434.85,5487.62,-44.47,-0.8,6824.0,88793.0,33.08,6.14,9919495.0,25943220.0
801129.SI,20180108,调味发酵品Ⅱ,5450.66,5513.86,5357.5,5429.87,-57.75,-1.05,6231.0,94312.0,32.8,6.07,9815116.0,25678413.0
801129.SI,20180109,调味发酵品Ⅱ,5405.03,5548.13,5381.66,5512.41,82.54,1.52,5151.0,82205.0,33.44,6.17,9964330.0,26221453.0
801129.SI,20180110,调味发酵品Ⅱ,5497.37,5627.54,5418.44,5595.97,83.56,1.52,8600.0,123702.0,33.82,6.26,10115382.0,26699667.0
801129.SI,20180111,调味发酵品Ⅱ,5579.85,5640.7,5489.55,5553.44,-42.53,-0.76,7494.0,97754.0,33.5,6.21,10038493.0,26460872.0
801129.SI,20180112,调味发酵品Ⅱ,5549.2,5628.23,5476.98,5584.62,31.18,0.56,5655.0,72822.0,33.84,6.25,10094846.0,26643021.0
801129.SI,20180115,调味发酵品Ⅱ,5608.17,5711.19,5493.51,5611.33,26.71,0.48,7380.0,120836.0,33.92,6.28,10143121.0,26846380.0
801129.SI,20180116,调味发酵品Ⅱ,5596.21,5790.63,5553.45,5696.88,85.55,1.52,6739.0,139485.0,34.27,6.37,10315072.0,27205088.0
801129.SI,20180117,调味发酵品Ⅱ,5690.41,5749.78,5480.62,5614.63,-82.25,-1.44,7051.0,134139.0,33.67,6.28,10166149.0,26773803.0
801129.SI,20180118,调味发酵品Ⅱ,5571.25,5685.37,5526.24,5594.0,-20.63,-0.37,6681.0,85407.0,33.47,6.26,10128798.0,26551263.0
801129.SI,20180119,调味发酵品Ⅱ,5579.32,5655.77,5481.73,5580.43,-13.57,-0.24,5829.0,81849.0,33.54,6.24,10104230.0,26572102.0
801129.SI,20180122,调味发酵品Ⅱ,5544.69,5688.76,5502.02,5620.43,40.0,0.72,7226.0,99648.0,33.83,6.29,10176656.0,26796415.0
801129.SI,20180123,调味发酵品Ⅱ,5611.61,5695.13,5548.15,5623.24,2.81,0.05,7978.0,117595.0,33.94,6.29,10181741.0,26755160.0
801129.SI,20180124,调味发酵品Ⅱ,5618.72,5700.18,5515.91,5576.55,-46.69,-0.83,7516.0,124669.0,33.76,6.24,10097198.0,26427112.0
801129.SI,20180125,调味发酵品Ⅱ,5579.4,5635.97,5478.04,5540.12,-36.43,-0.65,8941.0,121266.0,33.62,6.2,10031246.0,26248127.0
801129.SI,20180126,调味发酵品Ⅱ,5528.95,5674.77,5496.46,5602.76,62.64,1.13,6091.0,92666.0,34.21,6.27,10144668.0,26738813.0
801129.SI,20180129,调味发酵品Ⅱ,5573.31,5647.31,5374.49,5437.58,-165.18,-2.95,7539.0,114341.0,33.01,6.08,9845578.0,25773402.0
