ts_code,trade_date,name,open,high,low,close,change,pct_change,vol,amount,pe,pb,float_mv,total_mv
801101.SI,20180102,计算机设备,3017.22,3065.27,2976.19,3028.89,32.44,1.08,33771.0,534769.0,70.62,3.11,22617904.0,49359268.545628
801101.SI,20180103,计算机设备,3036.95,3086.87,3003.61,3053.63,24.74,0.82,36106.0,604683.0,70.96,3.12,22810622.0,49665907.564973
801101.SI,20180104,计算机设备,3057.83,3092.13,3017.94,3041.54,-12.09,-0.4,31615.0,540857.0,70.7,3.11,22728614.0,49446975.842783
801101.SI,20180105,计算机设备,3069.22,3106.59,3017.66,3033.11,-8.42,-0.28,33474.0,550378.0,70.47,3.1,22665684.0,49227015.913652
801101.SI,20180108,计算机设备,3032.17,3062.44,2952.48,3009.25,-23.87,-0.79,40819.0,595860.0,70.05,3.08,22487005.0,48859488.168814
801101.SI,20180109,计算机设备,3013.75,3050.05,2968.59,3008.44,-0.81,-0.03,31699.0,476752.0,70.0,3.08,22480962.0,48903602.832791
801101.SI,20180110,计算机设备,3017.76,3075.17,2947.56,3018.26,9.82,0.33,52410.0,741752.0,70.63,3.11,22554314.0,49158361.527954
801101.SI,20180111,计算机设备,3023.35,3142.4,2980.58,3096.6,78.34,2.6,87130.0,1162866.0,72.4,3.19,23133911.0,50494868.389753
801101.SI,20180112,计算机设备,3100.85,3145.49,3022.62,3048.77,-47.83,-1.54,71233.0,959450.0,71.39,3.14,22776583.0,49741915.070989
801101.SI,20180115,计算机设备,3033.71,3072.14,2899.39,2936.38,-112.39,-3.69,66510.0,973968.0,68.97,3.03,21932315.0,47821759.606577
801101.SI,20180116,计算机设备,2943.45,2990.45,2887.85,2937.22,0.84,0.03,49648.0,733648.0,68.9,3.03,21938576.0,47879876.697823
801101.SI,20180117,计算机设备,2921.71,2964.91,2837.33,2911.03,-26.19,-0.89,49386.0,653912.0,68.19,3.0,21746260.0,47422731.422774
801101.SI,20180118,计算机设备,2913.45,2957.9,2879.93,2909.03,-2.0,-0.07,31511.0,468032.0,68.26,3.0,21733037.0,47410724.198063
801101.SI,20180119,计算机设备,2921.22,2965.4,2880.97,2908.39,-0.63,-0.02,32237.0,509760.0,68.25,3.0,21728327.0,47483235.334812
801101.SI,20180122,计算机设备,2914.48,2976.69,2860.25,2936.65,28.25,0.97,34713.0,544053.0,68.89,3.03,21939412.0,47910587.757201
801101.SI,20180123,计算机设备,2945.66,2979.83,2903.24,2929.88,-6.77,-0.23,26684.0,429918.0,68.64,3.02,21881217.0,47740068.774708
801101.SI,20180124,计算机设备,2939.61,3030.75,2894.32,2992.68,62.8,2.14,42988.0,700726.0,69.75,3.07,22346700.0,48669510.626281
801101.SI,20180125,计算机设备,2996.41,3062.49,2961.14,2981.13,-11.55,-0.39,40442.0,653140.0,69.52,3.06,22258358.0,48390862.172434
801101.SI,20180126,计算机设备,2987.68,3041.82,2950.01,2988.05,6.92,0.23,33355.0,497773.0,69.64,3.06,22310054.0,48420125.990226
801101.SI,20180129,计算机设备,2992.77,3024.74,2897.45,2923.94,-64.11,-2.15,34248.0,554069.0,68.25,3.0,21831353.0,47302406.850059
801101.SI,20180130,计算机设备,2927.76,2977.1,2885.29,2916.91,-7.03,-0.24,25342.0,386796.0,67.93,2.99,21778890.0,47084328.463953
801101.SI,20180131,计算机设备,2910.41,2943.61,2814.96,2845.61,-71.3,-2.44,36215.0,492931.0,66.4,2.92,21246552.0,45889159.222107
801101.SI,20180201,计算机设备,2855.36,2885.54,2693.68,2726.69,-118.92,-4.18,40530.0,537218.0,63.33,2.78,20359782.0,44139781.591501
801101.SI,20180202,计算机设备,2725.47,2794.43,2644.16,2740.03,13.34,0.49,27468.0,402651.0,63.38,2.79,20459379.0,44313763.711341
801101.SI,20180205,计算机设备,2711.01,2764.71,2654.69,2699.88,-40.16,-1.47,20663.0,321581.0,62.66,2.76,20159547.0,43619375.07084
801101.SI,20180206,计算机设备,2658.44,2695.52,2518.68,2547.92,-151.95,-5.63,37132.0,507846.0,59.42,2.61,19024932.0,41094054.271942
801101.SI,20180207,计算机设备,2606.22,2645.06,2507.93,2582.17,34.25,1.34,28671.0,389114.0,60.15,2.64,19282151.0,41709778.843014
801101.SI,20180208,计算机设备,2594.9,2678.13,2565.36,2644.45,62.28,2.41,25949.0,351288.0,61.52,2.7,19743490.0,42678518.989962
801101.SI,20180209,计算机设备,2597.98,2654.26,2532.35,2586.71,-57.74,-2.18,34377.0,454193.0,60.08,2.64,19408503.0,42171364.463345
801101.SI,20180212,计算机设备,2621.94,2710.26,2595.49,2673.11,86.4,3.34,30185.0,419469.0,61.93,2.72,20056798.0,43589158.281391
801101.SI,20180213,计算机设备,2699.86,2752.18,2648.8,2675.68,2.57,0.1,32293.0,505442.0,62.08,2.73,20076046.0,43543368.832076
