ts_code,trade_date,name,open,high,low,close,change,pct_change,vol,amount,pe,pb,float_mv,total_mv
801203.SI,20180102,一般零售,4987.32,5051.59,4929.08,5011.36,26.69,0.54,29414.0,340651.0,30.64,2.49,21086778.0,53156169.098143
801203.SI,20180103,一般零售,5031.41,5137.54,4996.65,5069.37,58.01,1.16,43689.0,513730.0,30.99,2.52,21330858.0,53756392.430382
801203.SI,20180104,一般零售,5037.81,5165.81,4983.62,5084.45,15.08,0.3,56744.0,614891.0,31.06,2.52,21394318.0,53892407.568636
801203.SI,20180105,一般零售,5059.64,5138.19,5014.73,5063.88,-20.57,-0.4,40591.0,446801.0,30.94,2.51,21307754.0,53687657.725958
801203.SI,20180108,一般零售,5036.89,5094.66,4967.93,5046.89,-16.99,-0.34,36775.0,414841.0,30.82,2.5,21236265.0,53527839.921167
801203.SI,20180109,一般零售,5037.64,5104.61,4993.22,5066.66,19.77,0.39,36748.0,409102.0,30.94,2.51,21319462.0,53728393.063993
801203.SI,20180110,一般零售,5051.56,5121.17,4964.5,5015.52,-51.14,-1.01,39658.0,437086.0,30.62,2.49,21104274.0,53195866.99176
801203.SI,20180111,一般零售,4993.45,5100.55,4944.38,5033.57,18.05,0.36,36924.0,411211.0,30.73,2.49,21180243.0,53396395.582976
801203.SI,20180112,一般零售,5018.15,5087.65,4952.94,5007.9,-25.67,-0.51,35260.0,408311.0,30.57,2.48,21072225.0,53111621.020395
801203.SI,20180115,一般零售,4987.35,5027.12,4849.71,4903.19,-104.72,-2.09,42607.0,469926.0,29.95,2.43,20631599.0,52137956.985007
801203.SI,20180116,一般零售,4887.74,5044.78,4847.65,4988.08,84.9,1.73,44416.0,515637.0,30.47,2.47,20988835.0,53164679.736146
801203.SI,20180117,一般零售,4983.69,5087.53,4914.05,5034.22,46.14,0.92,50092.0,583017.0,30.74,2.5,21182978.0,53605396.203944
801203.SI,20180118,一般零售,5010.6,5090.8,4953.65,5024.8,-9.43,-0.19,36578.0,428924.0,30.69,2.49,21143318.0,53498553.537853
801203.SI,20180119,一般零售,5006.94,5104.05,4957.83,5027.36,2.56,0.05,40224.0,466345.0,30.68,2.49,21069117.0,53543326.833659
801203.SI,20180122,一般零售,5003.0,5178.79,4954.26,5140.5,113.14,2.25,47948.0,559748.0,31.36,2.54,21543282.0,54733302.25134
801203.SI,20180123,一般零售,5100.79,5200.33,5058.69,5140.74,0.24,0.0,38445.0,463943.0,31.43,2.55,21489778.0,54751990.402024
801203.SI,20180124,一般零售,5113.16,5218.87,5061.52,5160.39,19.66,0.38,29208.0,358618.0,31.55,2.56,21571952.0,54947230.109277
801203.SI,20180125,一般零售,5153.12,5287.4,5084.15,5159.18,-1.21,-0.02,52274.0,630346.0,31.56,2.56,21566892.0,54917315.696808
801203.SI,20180126,一般零售,5132.59,5208.54,5068.12,5136.65,-22.53,-0.44,38802.0,469073.0,31.47,2.53,21472694.0,54829273.615077
801203.SI,20180129,一般零售,5103.62,5178.27,4980.35,5056.72,-79.93,-1.56,37233.0,438309.0,30.98,2.49,21138556.0,53981048.167347
801203.SI,20180130,一般零售,5060.54,5222.09,5018.94,5138.14,81.42,1.61,52677.0,595556.0,31.61,2.55,21668221.0,54853092.797011
801203.SI,20180131,一般零售,5102.33,5203.02,4984.71,5099.69,-38.45,-0.75,50354.0,582484.0,31.38,2.53,21506058.0,54582121.822592
801203.SI,20180201,一般零售,5067.72,5136.86,4814.79,4873.76,-225.93,-4.43,65192.0,723246.0,30.0,2.42,20553294.0,52063856.703934
801203.SI,20180202,一般零售,4831.1,4959.97,4673.51,4855.7,-18.05,-0.37,43681.0,444645.0,29.9,2.41,20477154.0,51965717.986326
801203.SI,20180205,一般零售,4804.87,4954.48,4718.2,4847.09,-8.61,-0.18,31042.0,340635.0,29.85,2.4,20440846.0,51977838.176894
801203.SI,20180206,一般零售,4779.03,4857.9,4538.74,4602.45,-244.65,-5.05,46954.0,473015.0,28.34,2.28,19410068.0,49324087.922639
801203.SI,20180207,一般零售,4686.96,4769.48,4492.03,4599.7,-2.75,-0.06,41393.0,421044.0,28.33,2.28,19398477.0,49247726.785546
801203.SI,20180208,一般零售,4606.58,4745.08,4542.27,4655.63,55.93,1.22,28133.0,290122.0,28.68,2.31,19744946.0,49847172.696136
801203.SI,20180209,一般零售,4570.74,4647.95,4371.18,4503.81,-151.82,-3.26,39912.0,385918.0,27.75,2.24,19100652.0,48305138.748073
801203.SI,20180212,一般零售,4544.43,4676.32,4476.27,4606.52,102.71,2.28,26107.0,267783.0,28.37,2.29,19536231.0,49360545.28918
801203.SI,20180213,一般零售,4626.13,4739.55,4572.8,4641.3,34.78,0.75,25034.0,268928.0,28.6,2.31,19682706.0,49752245.703514
801203.SI,20180214,一般零售,4653.1,4767.45,4587.94,4682.32,41.02,0.88,22354.0,236101.0,28.89,2.33,19855521.0,50169231.356228
801203.SI,20180222,一般零售,4732.91,4834.51,4660.68,4766.63,84.32,1.8,24056.0,267899.0,29.41,2.37,20218130.0,51078856.151601
801203.SI,20180223,一般零售,4771.04,4854.43,4691.63,4754.76,-11.87,-0.25,24574.0,267828.0,29.34,2.36,20167778.0,50928477.350912
801203.SI,20180226,一般零售,4814.49,4893.01,4701.05,4801.79,47.03,0.99,36297.0,434385.0,29.63,2.39,20366723.0,51451736.977309
801203.SI,20180227,一般零售,4824.84,4894.0,4715.02,4777.94,-23.85,-0.5,37519.0,440529.0,29.49,2.38,20265546.0,51248078.887112
801203.SI,20180228,一般零售,4771.14,4856.61,4656.11,4763.26,-14.68,-0.31,33270.0,384212.0,29.39,2.37,20203292.0,51135417.433625
801203.SI,20180301,一般零售,4769.73,4870.71,4704.01,4800.71,37.45,0.79,28008.0,328663.0,29.6,2.39,20362143.0,51502703.208177
801203.SI,20180302,一般零售,4798.52,4878.89,4725.07,4785.14,-15.57,-0.32,26467.0,307910.0,29.51,2.38,20294667.0,51304429.299365
801203.SI,20180305,一般零售,4810.46,4893.52,4723.72,4823.9,38.76,0.81,28135.0,352538.0,29.7,2.39,20459073.0,51732613.803809
801203.SI,20180306,一般零售,4853.02,4954.51,4767.79,4883.13,59.23,1.23,37796.0,465435.0,30.07,2.42,20710259.0,52381768.263425
801203.SI,20180307,一般零售,4903.44,4946.26,4786.97,4826.76,-56.37,-1.15,28967.0,348089.0,29.73,2.4,20471187.0,51756784.103131
801203.SI,20180308,一般零售,4844.78,4901.93,4767.87,4829.44,2.68,0.06,24129.0,298381.0,29.72,2.4,20481806.0,51774057.913121
801203.SI,20180309,一般零售,4852.7,4958.33,4796.08,4885.71,56.28,1.17,31244.0,377764.0,30.08,2.42,20720474.0,52323783.772393
801203.SI,20180312,一般零售,4928.66,5028.98,4870.19,4959.48,73.77,1.51,40451.0,457828.0,30.55,2.46,21033327.0,53127835.04445
801203.SI,20180313,一般零售,4983.62,5050.38,4877.14,4918.73,-40.75,-0.82,35767.0,412469.0,30.29,2.44,20860510.0,52770764.753288
801203.SI,20180314,一般零售,4920.96,4979.03,4828.22,4868.86,-49.87,-1.01,27847.0,325538.0,29.97,2.42,20649016.0,52221562.329284
801203.SI,20180315,一般零售,4888.96,4987.99,4799.46,4900.9,32.03,0.66,36237.0,400181.0,30.08,2.43,20784869.0,52552677.134359
801203.SI,20180316,一般零售,4974.69,5050.36,4849.43,4891.57,-9.32,-0.19,43540.0,476796.0,29.62,2.42,20745329.0,52404421.169389
801203.SI,20180319,一般零售,4908.93,5008.38,4824.32,4920.13,28.56,0.58,34997.0,405145.0,29.8,2.44,20866445.0,52708214.379658
801203.SI,20180320,一般零售,4906.69,4963.41,4811.8,4884.28,-35.85,-0.73,35063.0,385099.0,29.59,2.42,20711319.0,52296760.881019
801203.SI,20180321,一般零售,4909.08,5033.83,4828.53,4878.32,-5.96,-0.12,43540.0,500219.0,29.55,2.41,20686050.0,52189070.312604
801203.SI,20180322,一般零售,4909.26,5069.78,4817.74,4945.05,66.73,1.37,64778.0,699930.0,29.95,2.45,20969031.0,52891828.11066
801203.SI,20180323,一般零售,4845.88,4972.62,4647.21,4754.02,-191.03,-3.86,83103.0,920008.0,28.83,2.35,20158974.0,50869417.115233
801203.SI,20180326,一般零售,4703.45,4835.95,4580.71,4761.64,7.62,0.16,50397.0,543391.0,28.76,2.35,20191267.0,51009233.128237
801203.SI,20180327,一般零售,4817.98,4934.24,4753.79,4849.91,88.27,1.85,49661.0,561880.0,29.94,2.4,20565571.0,51900748.512229
801203.SI,20180328,一般零售,4826.61,4898.85,4727.61,4769.71,-80.2,-1.65,40678.0,465162.0,29.76,2.36,20225505.0,51031003.06452
801203.SI,20180329,一般零售,4798.07,4861.78,4714.44,4784.25,14.54,0.3,28737.0,318106.0,29.85,2.36,20287140.0,51163731.369775
801203.SI,20180330,一般零售,4820.75,4886.45,4729.58,4797.75,13.5,0.28,31270.0,358601.0,29.88,2.37,20413124.0,51274966.83011
801203.SI,20180402,一般零售,4836.33,4950.45,4764.04,4845.17,47.42,0.99,42420.0,479526.0,29.92,2.37,20641121.0,51764356.077194
801203.SI,20180403,一般零售,4812.84,4877.17,4717.53,4786.08,-59.09,-1.22,32461.0,346158.0,29.51,2.34,20361606.0,51110314.456866
801203.SI,20180404,一般零售,4826.06,4894.12,4721.93,4757.78,-28.3,-0.59,30538.0,324249.0,29.28,2.33,20241195.0,50791964.997141
801203.SI,20180409,一般零售,4763.96,4820.13,4646.57,4732.69,-25.09,-0.53,27830.0,291141.0,29.12,2.31,20134461.0,50607810.800235
801203.SI,20180410,一般零售,4762.68,4835.83,4673.05,4743.51,10.82,0.23,32072.0,382107.0,29.19,2.32,20180492.0,50707455.078019
801203.SI,20180411,一般零售,4775.48,4869.2,4712.29,4782.75,39.24,0.83,36538.0,419019.0,29.42,2.34,20347438.0,51052816.355854
801203.SI,20180412,一般零售,4795.51,4842.92,4695.48,4742.06,-40.69,-0.85,36457.0,386699.0,29.09,2.31,20418206.0,50643919.014522
801203.SI,20180413,一般零售,4770.57,4820.02,4679.71,4718.51,-23.54,-0.5,26129.0,273028.0,29.27,2.3,20316840.0,50438141.437843
801203.SI,20180416,一般零售,4741.09,4802.05,4659.5,4708.65,-9.86,-0.21,26514.0,276219.0,29.19,2.29,20273624.0,50328447.888868
801203.SI,20180417,一般零售,4764.22,4802.66,4578.39,4622.02,-86.63,-1.84,33994.0,347159.0,28.51,2.25,19900634.0,49345350.214679
801203.SI,20180418,一般零售,4690.97,4729.42,4517.24,4615.73,-6.3,-0.14,44092.0,388232.0,28.48,2.25,19873526.0,49245251.827381
801203.SI,20180419,一般零售,4628.54,4727.13,4555.95,4638.48,22.76,0.49,32722.0,280340.0,28.62,2.26,19971503.0,49450549.56948
801203.SI,20180420,一般零售,4652.9,4704.48,4508.02,4560.07,-78.41,-1.69,32270.0,289039.0,28.14,2.23,19632750.0,48751136.765753
801203.SI,20180423,一般零售,4610.14,4651.21,4460.51,4515.48,-44.6,-0.98,23976.0,237366.0,28.09,2.21,19440751.0,48272392.802952
801203.SI,20180424,一般零售,4548.74,4659.82,4498.19,4598.6,83.12,1.84,24886.0,245638.0,28.62,2.25,19793709.0,49100127.066508
801203.SI,20180425,一般零售,4619.0,4712.41,4549.16,4645.96,47.36,1.03,29458.0,285172.0,28.53,2.28,19997568.0,49595855.043912
801203.SI,20180426,一般零售,4677.99,4721.78,4555.94,4586.88,-59.08,-1.27,25288.0,236856.0,28.35,2.25,19909965.0,49012193.771704
801203.SI,20180427,一般零售,4626.54,4719.76,4530.67,4622.53,35.65,0.78,22928.0,256000.0,28.9,2.24,20064722.0,49456935.854117
801203.SI,20180502,一般零售,4666.84,4763.43,4577.19,4662.51,39.97,0.86,26578.0,313517.0,28.18,2.22,20238237.0,49871937.187514
801203.SI,20180503,一般零售,4698.29,4787.5,4595.36,4718.91,56.41,1.21,29948.0,357824.0,28.6,2.26,20669397.0,50518614.248766
801203.SI,20180504,一般零售,4744.22,4817.96,4670.76,4726.7,7.79,0.17,22438.0,276364.0,28.65,2.27,20703520.0,50599639.055285
801203.SI,20180507,一般零售,4767.62,4854.77,4702.41,4785.93,59.23,1.25,28763.0,339367.0,29.0,2.29,20964221.0,51231989.163569
801203.SI,20180508,一般零售,4825.43,4934.03,4751.73,4851.73,65.8,1.37,37577.0,419613.0,29.41,2.33,21252428.0,51887264.091331
801203.SI,20180509,一般零售,4867.35,4927.92,4776.04,4830.9,-20.83,-0.43,33442.0,381799.0,29.27,2.32,21161210.0,51664215.962943
801203.SI,20180510,一般零售,4867.64,4921.47,4783.1,4838.89,7.99,0.17,27712.0,313700.0,29.29,2.33,21316932.0,51753432.63965
801203.SI,20180511,一般零售,4882.24,4933.24,4760.66,4799.27,-39.62,-0.82,29182.0,319198.0,29.01,2.3,21142393.0,51360886.005157
801203.SI,20180514,一般零售,4839.16,4897.61,4740.0,4792.45,-6.83,-0.14,26914.0,320625.0,28.96,2.3,21111642.0,51307225.678695
801203.SI,20180515,一般零售,4828.25,4898.28,4749.96,4826.73,34.29,0.72,22353.0,273284.0,29.17,2.32,21262676.0,51667240.328555
801203.SI,20180516,一般零售,4847.29,4915.62,4775.84,4826.71,-0.02,0.0,26764.0,304932.0,29.17,2.32,21262567.0,51634965.270302
801203.SI,20180517,一般零售,4856.83,4892.5,4734.61,4766.38,-60.33,-1.25,25074.0,281889.0,28.75,2.29,21009845.0,51001793.312556
801203.SI,20180518,一般零售,4798.5,4858.55,4717.27,4785.27,18.89,0.4,26592.0,290749.0,28.83,2.3,21103035.0,51180879.653556
801203.SI,20180521,一般零售,4847.42,4911.78,4771.09,4822.26,36.99,0.77,27375.0,299356.0,29.06,2.32,21266179.0,51541979.872025
801203.SI,20180522,一般零售,4851.32,4937.61,4788.71,4863.54,41.28,0.86,33681.0,357828.0,29.31,2.34,21445264.0,51977376.771631
801203.SI,20180523,一般零售,4887.49,4948.53,4786.23,4832.34,-31.2,-0.64,34218.0,347749.0,29.13,2.32,21307707.0,51562755.767428
801203.SI,20180524,一般零售,4872.25,4961.34,4784.28,4854.14,21.79,0.45,48092.0,472457.0,29.27,2.33,21412567.0,51745640.088522
801203.SI,20180525,一般零售,4887.32,4973.25,4797.86,4853.87,-0.27,-0.01,51043.0,541762.0,29.28,2.33,21411369.0,51780641.567561
801203.SI,20180528,一般零售,4887.84,4971.73,4765.53,4870.98,17.11,0.35,50621.0,539633.0,29.35,2.34,21486852.0,51924187.883777
801203.SI,20180529,一般零售,4886.12,5025.37,4799.08,4868.95,-2.03,-0.04,60898.0,663873.0,29.34,2.34,21477893.0,51934744.468563
801203.SI,20180530,一般零售,4834.15,4919.61,4675.25,4763.11,-105.84,-2.17,54065.0,566638.0,28.74,2.29,21061347.0,50813884.571675
801203.SI,20180531,一般零售,4824.4,5004.01,4737.82,4940.69,177.58,3.73,67669.0,737719.0,29.8,2.39,21848413.0,52668791.350304
801203.SI,20180601,一般零售,4937.33,5025.67,4815.49,4880.2,-60.49,-1.22,53564.0,586870.0,29.43,2.36,21580910.0,52072549.173439
801203.SI,20180604,一般零售,4920.96,4986.81,4765.57,4815.88,-64.32,-1.32,41380.0,452775.0,29.05,2.33,21296497.0,51408205.802979
801203.SI,20180605,一般零售,4853.39,4918.13,4756.8,4842.17,26.28,0.55,38980.0,399797.0,29.15,2.34,21374913.0,51590303.275023
801203.SI,20180606,一般零售,4856.35,4916.45,4769.5,4828.76,-13.41,-0.28,38115.0,430242.0,29.15,2.34,21363956.0,51547866.430255
