ts_code,trade_date,name,open,high,low,close,change,pct_change,vol,amount,pe,pb,float_mv,total_mv
801145.SI,20180102,文娱用品,1703.2,1736.36,1678.04,1715.85,10.98,0.64,1643.0,28024.0,52.04,4.56,2149085.0,7217304.0
801145.SI,20180103,文娱用品,1722.39,1735.13,1693.16,1713.77,-2.08,-0.12,2133.0,34055.0,51.97,4.56,2146485.0,7198933.0
801145.SI,20180104,文娱用品,1712.01,1734.32,1693.09,1709.55,-4.22,-0.25,2301.0,34686.0,51.82,4.55,2141201.0,7174837.0
801145.SI,20180105,文娱用品,1710.95,1751.62,1696.99,1725.98,16.43,0.96,2080.0,33812.0,52.4,4.59,2161781.0,7250782.0
801145.SI,20180108,文娱用品,1729.79,1771.71,1705.55,1732.64,6.66,0.39,2511.0,43834.0,52.63,4.61,2170122.0,7275396.0
801145.SI,20180109,文娱用品,1736.51,1782.65,1709.44,1738.52,5.88,0.34,3075.0,48516.0,52.84,4.62,2177491.0,7308595.0
801145.SI,20180110,文娱用品,1732.02,1754.24,1698.06,1719.41,-19.11,-1.1,2438.0,37815.0,52.17,4.57,2153554.0,7227010.0
801145.SI,20180111,文娱用品,1722.96,1755.61,1700.6,1729.99,10.58,0.62,1950.0,36379.0,52.54,4.6,2166804.0,7278919.0
801145.SI,20180112,文娱用品,1726.91,1755.07,1705.82,1728.8,-1.19,-0.07,2254.0,36795.0,52.5,4.6,2165308.0,7271639.0
801145.SI,20180115,文娱用品,1726.76,1737.11,1670.69,1693.87,-34.93,-2.02,2465.0,37754.0,51.27,4.5,2121564.0,7111489.0
801145.SI,20180116,文娱用品,1689.54,1714.31,1659.92,1689.35,-4.52,-0.27,2159.0,42576.0,51.11,4.49,2115907.0,7098774.0
801145.SI,20180117,文娱用品,1690.42,1716.6,1653.79,1688.7,-0.65,-0.04,2557.0,45889.0,51.09,4.49,2115089.0,7093492.0
801145.SI,20180118,文娱用品,1686.14,1715.88,1665.51,1689.63,0.93,0.06,2136.0,37088.0,51.12,4.49,2116250.0,7120070.0
801145.SI,20180119,文娱用品,1692.9,1704.83,1647.06,1657.65,-31.98,-1.89,2046.0,33234.0,50.0,4.41,2076193.0,6966728.0
801145.SI,20180122,文娱用品,1647.07,1686.82,1609.4,1668.47,10.82,0.65,2805.0,42654.0,50.38,4.44,2089740.0,7027665.0
