model,prob_bin,samples,predicted_probability,realized_rate,avg_future_mean_return
price_only,0-10%,0,,,
price_only,10-20%,6,0.18980821091108532,0.6666666666666666,0.07269902679511575
price_only,20-35%,379,0.2995603162736628,0.23482849604221637,0.004259875957776146
price_only,35-50%,401,0.4137591997998204,0.3266832917705736,0.045583161957772435
price_only,50-65%,212,0.5529257455846943,0.41037735849056606,0.011474557353291202
price_only,65-80%,0,,,
price_only,80-100%,0,,,
price_only_rolling756,0-10%,28,0.07704962210071911,0.42857142857142855,0.059845786371492224
price_only_rolling756,10-20%,241,0.15596096794570333,0.3651452282157676,0.029816757741736498
price_only_rolling756,20-35%,452,0.271100845487625,0.2721238938053097,0.03567322578646894
price_only_rolling756,35-50%,126,0.39886607212927155,0.40476190476190477,0.012785720426036646
price_only_rolling756,50-65%,82,0.5777001755406489,0.14634146341463414,-0.03596093377095951
price_only_rolling756,65-80%,57,0.7210462536313893,0.24561403508771928,-0.04377869654566858
price_only_rolling756,80-100%,12,0.8241231009347825,0.9166666666666666,0.13412533847743904
price_plus_market_regime,0-10%,0,,,
price_plus_market_regime,10-20%,18,0.17756635590993353,0.8333333333333334,0.14474417627431743
price_plus_market_regime,20-35%,400,0.2979248810583861,0.225,0.004100809451718559
price_plus_market_regime,35-50%,340,0.4122110175311534,0.3,0.04309054959431323
price_plus_market_regime,50-65%,231,0.5704130144790222,0.42857142857142855,0.013838869907887172
price_plus_market_regime,65-80%,9,0.6734059561724899,0.5555555555555556,0.07431738759097366
price_plus_market_regime,80-100%,0,,,
price_plus_market_regime_rolling756,0-10%,51,0.07824396713673155,0.5686274509803921,0.11990923078283193
price_plus_market_regime_rolling756,10-20%,221,0.1573448308192796,0.3031674208144796,0.011683366578891428
price_plus_market_regime_rolling756,20-35%,448,0.2659479729464545,0.27232142857142855,0.02886165596682414
price_plus_market_regime_rolling756,35-50%,127,0.39197102447993537,0.4409448818897638,0.04130050369808021
price_plus_market_regime_rolling756,50-65%,55,0.5775106131525436,0.2,-0.003407134962196298
price_plus_market_regime_rolling756,65-80%,55,0.7005336812716261,0.01818181818181818,-0.12201806573024926
price_plus_market_regime_rolling756,80-100%,41,0.8752194136513435,0.6097560975609756,0.06799869912595133
price_regime_cross_breadth,0-10%,0,,,
price_regime_cross_breadth,10-20%,19,0.17530076146419737,0.7894736842105263,0.1675980655294655
price_regime_cross_breadth,20-35%,372,0.29910000150359867,0.22849462365591397,0.009671871717742683
price_regime_cross_breadth,35-50%,360,0.4051120725901242,0.2861111111111111,0.03439618047313845
price_regime_cross_breadth,50-65%,236,0.565638831695051,0.4406779661016949,0.013163015294767412
price_regime_cross_breadth,65-80%,11,0.6641521699066197,0.36363636363636365,0.044613195343387306
price_regime_cross_breadth,80-100%,0,,,
price_regime_cross_breadth_rolling756,0-10%,78,0.06987991748888561,0.48717948717948717,0.1035399671252059
price_regime_cross_breadth_rolling756,10-20%,230,0.15395984458222461,0.2826086956521739,0.0032779942364702624
price_regime_cross_breadth_rolling756,20-35%,412,0.2708052408773255,0.27184466019417475,0.03042202880295127
price_regime_cross_breadth_rolling756,35-50%,137,0.4000711716636442,0.44525547445255476,0.03673941368716487
price_regime_cross_breadth_rolling756,50-65%,53,0.5710340507814128,0.16981132075471697,-0.014954953254036276
price_regime_cross_breadth_rolling756,65-80%,47,0.7132386907509866,0.02127659574468085,-0.11979626683147825
price_regime_cross_breadth_rolling756,80-100%,41,0.8879207096561981,0.6097560975609756,0.06799869912595133
