ts_code,name,report_date,report_title,report_type,classify,org_name,author_name,quarter,op_rt,op_pr,tp,np,eps,pe,rd,roe,ev_ebitda,rating,max_price,min_price
300548.SZ,长芯博创,20260310,长芯博创：谷歌AI投资核心受益者，品类扩张潜力巨大,点评,首次关注,第一上海证券,黄晨,,,,,,,,,,,无,,
300548.SZ,长芯博创,20260224,EverProX_Technologies：Announced_plan_of_strategic_acquisition_of_Honghui_Guanglian,点评,首次关注,CITIGROUP,"Kyna Wong,Karen Huang,Kevin Chen",,,,,,,,,,,Neutral,,122.0
300548.SZ,长芯博创,20260204,长芯博创：光电互连综合提供商，谷歌算力扩容核心受益,深度,一般报告,东北证券,"陈建森,万嘉奕",2025Q4,345200.0,,58500.0,37000.0,1.27,127.83,0.25,18.42,,买入,,
300548.SZ,长芯博创,20260204,长芯博创：光电互连综合提供商，谷歌算力扩容核心受益,深度,一般报告,东北证券,"陈建森,万嘉奕",2026Q4,699200.0,,153400.0,109400.0,3.75,43.19,0.75,39.81,,买入,,
300548.SZ,长芯博创,20260204,长芯博创：光电互连综合提供商，谷歌算力扩容核心受益,深度,一般报告,东北证券,"陈建森,万嘉奕",2027Q4,1202160.0,,286100.0,204100.0,6.99,23.15,1.4,49.42,,买入,,
300548.SZ,长芯博创,20260121,长芯博创2025年度业绩预告点评：业绩符合预期，有源产品打开想象空间,点评,一般报告,东北证券,"陈建森,万嘉奕",2025Q4,345200.0,,58500.0,37000.0,1.27,106.62,0.3,18.42,,买入,,
300548.SZ,长芯博创,20260121,长芯博创2025年度业绩预告点评：业绩符合预期，有源产品打开想象空间,点评,一般报告,东北证券,"陈建森,万嘉奕",2026Q4,699200.0,,153400.0,109400.0,3.75,36.02,0.9,39.82,,买入,,
300548.SZ,长芯博创,20260121,长芯博创2025年度业绩预告点评：业绩符合预期，有源产品打开想象空间,点评,一般报告,东北证券,"陈建森,万嘉奕",2027Q4,1202200.0,,267100.0,190500.0,6.53,20.69,1.56,47.19,,买入,,
300548.SZ,长芯博创,20251230,长芯博创动态报告：谷歌算力扩容核心受益，数通业务未来可期,一般,首份报告,东北证券,"陈建森,万嘉奕",2025Q4,345200.0,,58900.0,37200.0,1.27,112.0,0.29,18.51,,买入,,
300548.SZ,长芯博创,20251230,长芯博创动态报告：谷歌算力扩容核心受益，数通业务未来可期,一般,首份报告,东北证券,"陈建森,万嘉奕",2026Q4,699200.0,,153400.0,109400.0,3.75,38.06,0.85,39.8,,买入,,
300548.SZ,长芯博创,20251230,长芯博创动态报告：谷歌算力扩容核心受益，数通业务未来可期,一般,首份报告,东北证券,"陈建森,万嘉奕",2027Q4,1202200.0,,267100.0,190500.0,6.53,21.86,1.48,47.17,,买入,,
300548.SZ,长芯博创,20251120,电子行业点评：Gemini发布，谷歌引领下一代AI产业浪潮,非个股,一般报告,民生证券,"方竞,宋晓东",2026Q4,,,,51235.004,1.76,,,,,推荐,,
300548.SZ,长芯博创,20251120,电子行业点评：Gemini发布，谷歌引领下一代AI产业浪潮,非个股,一般报告,民生证券,"方竞,宋晓东",2025Q4,,,,39881.793,1.37,,,,,推荐,,
300548.SZ,长芯博创,20250916,电子行业动态：中国光博会亮点，OCS引领互联升级,非个股,一般报告,民生证券,"方竞,宋晓东",2025Q4,,,,40172.901,1.38,,,,,推荐,,
300548.SZ,长芯博创,20250916,电子行业动态：中国光博会亮点，OCS引领互联升级,非个股,一般报告,民生证券,"方竞,宋晓东",2026Q4,,,,51526.112,1.77,,,,,推荐,,
300548.SZ,长芯博创,20250916,电子行业动态：中国光博会亮点，OCS引领互联升级,非个股,一般报告,民生证券,"方竞,宋晓东",2027Q4,,,,65208.187,2.24,,,,,推荐,,
300548.SZ,长芯博创,20250830,长芯博创：25Q2长芯盛营收环比高增，利润有持续提升空间,点评,一般报告,招商证券,"梁程加,罗嘉成",2027Q4,596400.0,,201000.0,108700.0,3.73,37.9,,34.8,22.6,强烈推荐,,
300548.SZ,长芯博创,20250830,长芯博创：25Q2长芯盛营收环比高增，利润有持续提升空间,点评,一般报告,招商证券,"梁程加,罗嘉成",2026Q4,432300.0,,133900.0,73100.0,2.51,56.4,,30.3,33.6,强烈推荐,,
300548.SZ,长芯博创,20250830,长芯博创：25Q2长芯盛营收环比高增，利润有持续提升空间,点评,一般报告,招商证券,"梁程加,罗嘉成",2025Q4,273900.0,,68600.0,38200.0,1.31,107.9,,19.8,64.0,强烈推荐,,
300548.SZ,长芯博创,20250803,长芯博创：综合光电互联解决方案提供商，海外产能加速扩张,深度,首份报告,招商证券,"梁程加,罗嘉成",2025Q4,251500.0,86500.0,56700.0,31900.0,1.09,78.8,,16.8,41.8,强烈推荐,,
300548.SZ,长芯博创,20250803,长芯博创：综合光电互联解决方案提供商，海外产能加速扩张,深度,首份报告,招商证券,"梁程加,罗嘉成",2026Q4,367900.0,136500.0,103200.0,57300.0,1.97,43.8,,25.2,23.5,强烈推荐,,
300548.SZ,长芯博创,20250803,长芯博创：综合光电互联解决方案提供商，海外产能加速扩张,深度,首份报告,招商证券,"梁程加,罗嘉成",2027Q4,504000.0,199800.0,157200.0,87000.0,2.99,28.9,,30.6,15.7,强烈推荐,,
300548.SZ,长芯博创,20250727,通信行业2025年8月投资策略：算力基础设施高景气度持续，国内AI有望加速发展,非个股,一般报告,国信证券,"袁文翀,张宇凡,赵屿",2026Q4,,,,25300.0,0.869,,,,,优于大市,,
300548.SZ,长芯博创,20250727,通信行业2025年8月投资策略：算力基础设施高景气度持续，国内AI有望加速发展,非个股,一般报告,国信证券,"袁文翀,张宇凡,赵屿",2025Q4,,,,19100.0,0.656,,,,,优于大市,,
300548.SZ,博创科技,20250329,博创科技：数通市场快速增长，海外战略稳步推进,点评,一般报告,国联民生证券,张宁,2027Q4,295600.0,,47900.0,30500.0,1.06,36.3,,12.81,16.6,买入,,
300548.SZ,博创科技,20250329,博创科技：数通市场快速增长，海外战略稳步推进,点评,一般报告,国联民生证券,张宁,2026Q4,251700.0,,40200.0,26200.0,0.91,42.3,,12.26,19.6,买入,,
300548.SZ,博创科技,20250329,博创科技：数通市场快速增长，海外战略稳步推进,点评,一般报告,国联民生证券,张宁,2025Q4,211000.0,,32300.0,21700.0,0.75,51.2,,11.25,23.9,买入,,
300548.SZ,博创科技,20250329,博创科技2024年年报点评：数通业务实现高增，电信业务仍待回暖,点评,一般报告,民生证券,"马天诣,马佳伟",2027Q4,359700.0,,60600.0,33100.0,1.14,34.0,0.95,14.15,15.32,推荐,,
