ts_code,name,report_date,report_title,report_type,classify,org_name,author_name,quarter,op_rt,op_pr,tp,np,eps,pe,rd,roe,ev_ebitda,rating,max_price,min_price
601319.SH,中国人保,20260901,中国人保2026年中报点评：财险和寿险均表现稳健，投资业绩亮眼,点评,一般报告,华西证券,罗惠洲,2028Q2,74669800.0,9798000.0,9752300.0,6105600.0,1.38,5.73,,11.4,,买入,,
601319.SH,中国人保,20260901,中国人保2026年中报点评：财险和寿险均表现稳健，投资业绩亮眼,点评,一般报告,华西证券,罗惠洲,2027Q2,72002700.0,9088000.0,9043200.0,5661700.0,1.28,6.18,,11.1,,买入,,
601319.SH,中国人保,20260901,中国人保2026年中报点评：财险和寿险均表现稳健，投资业绩亮眼,点评,一般报告,华西证券,罗惠洲,2026Q2,68645600.0,8651600.0,8607700.0,5389000.0,1.22,6.49,,11.1,,买入,,
601319.SH,中国人保,20260831,中国人保：投资业绩改善，承保利润向好,点评,一般报告,湘财证券,郭怡萍,2028Q4,76396200.0,,10051700.0,6412400.0,1.45,4.92,,15.5,,买入,,
601319.SH,中国人保,20260831,中国人保：投资业绩改善，承保利润向好,点评,一般报告,湘财证券,郭怡萍,2027Q4,73052800.0,,9431100.0,5946500.0,1.34,5.31,,15.8,,买入,,
601319.SH,中国人保,20260831,中国人保：投资业绩改善，承保利润向好,点评,一般报告,湘财证券,郭怡萍,2026Q4,70120700.0,,8760000.0,5490900.0,1.24,5.75,,16.1,,买入,,
601319.SH,中国人保,20260831,中国人保：财险承保质量维持较优，投资收益增厚利润,点评,一般报告,东方证券,张凯烽,2028Q4,77246000.0,9366000.0,9350000.0,5822000.0,1.32,5.42,,12.7,,买入,11.15,11.15
601319.SH,中国人保,20260831,中国人保：财险承保质量维持较优，投资收益增厚利润,点评,一般报告,东方证券,张凯烽,2027Q4,72674000.0,8598000.0,8584000.0,5345000.0,1.21,5.91,,13.2,,买入,11.15,11.15
601319.SH,中国人保,20260831,中国人保：财险承保质量维持较优，投资收益增厚利润,点评,一般报告,东方证券,张凯烽,2026Q4,70643000.0,9444000.0,9359000.0,5670000.0,1.28,5.57,,16.0,,买入,11.15,11.15
601319.SH,中国人保,20260830,中国人保1H26：投资驱动利润较快增长,点评,一般报告,华泰证券,李健,2028Q4,73300000.0,,9200000.0,5499700.0,1.24,5.74,3.64,13.48,,买入,10.0,10.0
601319.SH,中国人保,20260830,中国人保1H26：投资驱动利润较快增长,点评,一般报告,华泰证券,李健,2027Q4,69600000.0,,8400000.0,5092100.0,1.15,6.2,3.35,13.8,,买入,10.0,10.0
601319.SH,中国人保,20260830,中国人保1H26：投资驱动利润较快增长,点评,一般报告,华泰证券,李健,2026Q4,68400000.0,,9000000.0,5450700.0,1.23,5.79,3.26,16.53,,买入,10.0,10.0
601319.SH,中国人保,20260830,中国人保2026年半年报点评：财险COR领先同业，投资推动盈利增长38.5%,点评,一般报告,光大证券,"王一峰,黄怡婷",2028Q2,80730000.0,9520000.0,9460000.0,6050000.0,1.37,5.22,,,,买入,,
601319.SH,中国人保,20260830,中国人保2026年半年报点评：财险COR领先同业，投资推动盈利增长38.5%,点评,一般报告,光大证券,"王一峰,黄怡婷",2027Q2,75760000.0,8750000.0,8690000.0,5510000.0,1.25,5.73,,,,买入,,
601319.SH,中国人保,20260830,中国人保2026年半年报点评：财险COR领先同业，投资推动盈利增长38.5%,点评,一般报告,光大证券,"王一峰,黄怡婷",2026Q2,71090000.0,8010000.0,7960000.0,4980000.0,1.13,6.34,,,,买入,,
601319.SH,中国人保,20260830,中国人保：经营稳健向好，中期分红超预期,一般,一般报告,中金公司,"毛晴晴,姚泽宇",2027Q4,76292900.0,,9251800.0,6139100.0,1.39,5.1,4.5,16.3,,跑赢行业,9.59,9.59
601319.SH,中国人保,20260830,中国人保：经营稳健向好，中期分红超预期,一般,一般报告,中金公司,"毛晴晴,姚泽宇",2026Q4,70799400.0,,8519700.0,5653300.0,1.28,5.6,4.1,17.1,,跑赢行业,9.59,9.59
601319.SH,中国人保,20260829,中国人保：业绩超预期，中期股利支付率同比提升,点评,一般报告,申万宏源研究,"罗钻辉,孙冀齐,赵雯清",2028Q4,76993800.0,10703600.0,10697700.0,6697500.0,1.51,4.71,,,,买入,,
601319.SH,中国人保,20260829,中国人保：业绩超预期，中期股利支付率同比提升,点评,一般报告,申万宏源研究,"罗钻辉,孙冀齐,赵雯清",2027Q4,71416900.0,9359400.0,9343600.0,5849700.0,1.32,5.4,,,,买入,,
601319.SH,中国人保,20260829,中国人保：业绩超预期，中期股利支付率同比提升,点评,一般报告,申万宏源研究,"罗钻辉,孙冀齐,赵雯清",2026Q4,67629100.0,8342600.0,8314600.0,5205500.0,1.18,6.07,,,,买入,,
601319.SH,中国人保,20260829,中国人保2026年中报点评：投资业绩亮眼，COR持续优化,点评,一般报告,华创证券,"陈海椰,徐康,曾广荣",2028Q2,76041500.0,11043900.0,10926000.0,6480600.0,1.47,4.9,,,,推荐,10.3,10.3
601319.SH,中国人保,20260829,中国人保2026年中报点评：投资业绩亮眼，COR持续优化,点评,一般报告,华创证券,"陈海椰,徐康,曾广荣",2027Q2,72091100.0,9797300.0,9685000.0,5744500.0,1.3,5.5,,,,推荐,10.3,10.3
601319.SH,中国人保,20260829,中国人保2026年中报点评：投资业绩亮眼，COR持续优化,点评,一般报告,华创证券,"陈海椰,徐康,曾广荣",2026Q2,68465200.0,8878000.0,8771000.0,5202400.0,1.18,6.1,,,,推荐,10.3,10.3
601319.SH,中国人保,20260829,中国人保2026年中报点评：COR水平继续改善，权益投资收益表现突出,点评,一般报告,东吴证券,"孙婷,曹锟",2028Q2,81906000.0,9993100.0,9943200.0,6225100.0,1.41,5.07,,14.12,,买入,,
601319.SH,中国人保,20260829,中国人保2026年中报点评：COR水平继续改善，权益投资收益表现突出,点评,一般报告,东吴证券,"孙婷,曹锟",2027Q2,76679500.0,9314800.0,9267300.0,5802000.0,1.31,5.44,,14.74,,买入,,
