ts_code,name,report_date,report_title,report_type,classify,org_name,author_name,quarter,op_rt,op_pr,tp,np,eps,pe,rd,roe,ev_ebitda,rating,max_price,min_price
300394.SZ,天孚通信,20260526,天孚通信：全球光器件龙头，核心卡位CPO新技术,深度,首份报告,方正证券,"安子超,黄王琥,林亮亮",2026Q4,892981.0,,413700.0,351600.0,4.51,87.92,,48.0,70.85,强烈推荐,,
300394.SZ,天孚通信,20260526,天孚通信：全球光器件龙头，核心卡位CPO新技术,深度,首份报告,方正证券,"安子超,黄王琥,林亮亮",2027Q4,1256210.0,,568400.0,483100.0,6.2,63.99,,48.69,51.44,强烈推荐,,
300394.SZ,天孚通信,20260526,天孚通信：全球光器件龙头，核心卡位CPO新技术,深度,首份报告,方正证券,"安子超,黄王琥,林亮亮",2028Q4,1675343.0,,753200.0,640100.0,8.21,48.3,,47.9,38.83,强烈推荐,,
300394.SZ,天孚通信,20260517,天孚通信：26Q1物料紧张制约交付节奏，CPO产业化驱动成长加速,点评,一般报告,招商证券,"梁程加,罗嘉成",2026Q4,914600.0,,422100.0,363200.0,4.66,85.8,,52.4,69.9,强烈推荐,,
300394.SZ,天孚通信,20260517,天孚通信：26Q1物料紧张制约交付节奏，CPO产业化驱动成长加速,点评,一般报告,招商证券,"梁程加,罗嘉成",2027Q4,1324700.0,,601300.0,517400.0,6.64,60.2,,51.5,49.4,强烈推荐,,
300394.SZ,天孚通信,20260517,天孚通信：26Q1物料紧张制约交付节奏，CPO产业化驱动成长加速,点评,一般报告,招商证券,"梁程加,罗嘉成",2028Q4,1801600.0,,812300.0,698900.0,8.97,44.6,,50.2,36.7,强烈推荐,,
300394.SZ,天孚通信,20260513,天孚通信跟踪点评：26Q1毛利率承压，稳步推进泰国产能建设,点评,一般报告,西部证券,"陈彤,张璟",2026Q4,856600.0,,351800.0,305000.0,3.91,87.5,,45.3,,买入,,
300394.SZ,天孚通信,20260513,天孚通信跟踪点评：26Q1毛利率承压，稳步推进泰国产能建设,点评,一般报告,西部证券,"陈彤,张璟",2027Q4,1197800.0,,495400.0,429500.0,5.51,62.1,,44.4,,买入,,
300394.SZ,天孚通信,20260513,天孚通信跟踪点评：26Q1毛利率承压，稳步推进泰国产能建设,点评,一般报告,西部证券,"陈彤,张璟",2028Q4,1560200.0,,674400.0,583100.0,7.48,45.8,,42.5,,买入,,
300394.SZ,天孚通信,20260510,TFC＿Optica：1.6T＿optical＿engines＿sequential＿ramp－up，CPO＿scale－0ut／scale－up＿opportunities；TP＿raised＿to＿Rmb436；Buy,点评,一般报告,高盛集团（GoldmanSachs）,"Ting Song,Allen Chang,Verena Jeng",2028Q4,2054000.0,1057800.0,968320.0,861810.0,11.09,29.4,1.4,58.9,24.6,Buy,,436.0
300394.SZ,天孚通信,20260510,TFC＿Optica：1.6T＿optical＿engines＿sequential＿ramp－up，CPO＿scale－0ut／scale－up＿opportunities；TP＿raised＿to＿Rmb436；Buy,点评,一般报告,高盛集团（GoldmanSachs）,"Ting Song,Allen Chang,Verena Jeng",2027Q4,1547290.0,810200.0,736830.0,655780.0,8.44,38.7,1.0,65.1,32.8,Buy,,436.0
300394.SZ,天孚通信,20260510,TFC＿Optica：1.6T＿optical＿engines＿sequential＿ramp－up，CPO＿scale－0ut／scale－up＿opportunities；TP＿raised＿to＿Rmb436；Buy,点评,一般报告,高盛集团（GoldmanSachs）,"Ting Song,Allen Chang,Verena Jeng",2026Q4,1054670.0,550500.0,489170.0,433470.0,5.58,58.5,0.7,63.7,49.5,Buy,,436.0
300394.SZ,天孚通信,20260510,TFC＿Optica：1.6T＿optical＿engines＿sequential＿ramp－up，CPO＿scale－0ut／scale－up＿opportunities；TP＿raised＿to＿Rmb436；Buy,点评,一般报告,高盛集团（GoldmanSachs）,"Ting Song,Allen Chang,Verena Jeng",2026Q2,,,,,1.6,,,,,Buy,,436.0
300394.SZ,天孚通信,20260510,天孚通信：业绩稳定增长，CPO空间广阔,点评,一般报告,中信建投,"阎贵成,杨伟松,汪洁",2026Q4,894945.0,,,350241.0,,68.41,,,,买入,,
300394.SZ,天孚通信,20260510,天孚通信：业绩稳定增长，CPO空间广阔,点评,一般报告,中信建投,"阎贵成,杨伟松,汪洁",2027Q4,1174121.0,,,461166.0,,51.95,,,,买入,,
300394.SZ,天孚通信,20260510,天孚通信：业绩稳定增长，CPO空间广阔,点评,一般报告,中信建投,"阎贵成,杨伟松,汪洁",2028Q4,1503516.0,,,598347.0,,40.04,,,,买入,,
300394.SZ,天孚通信,20260508,天孚通信2025年年报及2026年一季报点评：高速光器件需求旺盛，卡位核心环节CPO蓄势待发,点评,首份报告,中信证券,"李赫然,魏鹏程",2026Q4,847300.0,,390100.0,338500.0,4.34,75.6,,42.3,64.3,买入,,347.0
300394.SZ,天孚通信,20260508,天孚通信2025年年报及2026年一季报点评：高速光器件需求旺盛，卡位核心环节CPO蓄势待发,点评,首份报告,中信证券,"李赫然,魏鹏程",2027Q4,1091700.0,,502400.0,435900.0,5.59,58.7,,38.2,50.0,买入,,347.0
300394.SZ,天孚通信,20260508,天孚通信2025年年报及2026年一季报点评：高速光器件需求旺盛，卡位核心环节CPO蓄势待发,点评,首份报告,中信证券,"李赫然,魏鹏程",2028Q4,1520300.0,,690700.0,597600.0,7.67,42.8,,36.3,36.7,买入,,347.0
300394.SZ,天孚通信,20260505,天孚通信2025年报＆2026年一季报点评：业绩高增长，静待1.6T放量,点评,一般报告,华创证券,"于一铭,王逢节",2026Q4,855100.0,,365100.0,314300.0,4.03,76.0,,40.6,61.0,强推,,
300394.SZ,天孚通信,20260505,天孚通信2025年报＆2026年一季报点评：业绩高增长，静待1.6T放量,点评,一般报告,华创证券,"于一铭,王逢节",2027Q4,1153300.0,,521600.0,449000.0,5.76,53.0,,41.7,44.0,强推,,
300394.SZ,天孚通信,20260505,天孚通信2025年报＆2026年一季报点评：业绩高增长，静待1.6T放量,点评,一般报告,华创证券,"于一铭,王逢节",2028Q4,1579200.0,,737100.0,634600.0,8.14,38.0,,42.2,31.0,强推,,
300394.SZ,天孚通信,20260427,天孚通信：公司积极拓展产能，CPO配套打开成长空间,点评,一般报告,兴业证券,"章林,代小笛,仇新宇,许梓豪,陈光毅,王灵境",2028Q4,1401500.0,,693200.0,596600.0,7.66,42.3,,47.1,,增持,,
300394.SZ,天孚通信,20260427,天孚通信：公司积极拓展产能，CPO配套打开成长空间,点评,一般报告,兴业证券,"章林,代小笛,仇新宇,许梓豪,陈光毅,王灵境",2027Q4,992500.0,,485900.0,418200.0,5.37,60.3,,44.3,,增持,,
