ts_code,name,report_date,report_title,report_type,classify,org_name,author_name,quarter,op_rt,op_pr,tp,np,eps,pe,rd,roe,ev_ebitda,rating,max_price,min_price
002938.SZ,鹏鼎控股,20260603,财通策略&多行业——2026年6月金股,非个股,一般报告,财通证券,唐佳,2026Q4,4787800.0,,,548800.0,2.37,,,,,增持,,
002938.SZ,鹏鼎控股,20260603,财通策略&多行业——2026年6月金股,非个股,一般报告,财通证券,唐佳,2027Q4,5787200.0,,,741700.0,3.2,,,,,增持,,
002938.SZ,鹏鼎控股,20260603,财通策略&多行业——2026年6月金股,非个股,一般报告,财通证券,唐佳,2028Q4,7063900.0,,,1075200.0,4.639,,,,,增持,,
002938.SZ,鹏鼎控股,20260520,鹏鼎控股：mSAP_PCB领军厂商，光模块业务放量,一般,首份报告,广发证券,"王亮,耿正,王钰乔",2026Q4,4529200.0,,611900.0,536100.0,2.31,40.7,,14.2,24.2,买入,,104.07
002938.SZ,鹏鼎控股,20260520,鹏鼎控股：mSAP_PCB领军厂商，光模块业务放量,一般,首份报告,广发证券,"王亮,耿正,王钰乔",2027Q4,5919100.0,,884900.0,802000.0,3.46,27.2,,18.4,17.5,买入,,104.07
002938.SZ,鹏鼎控股,20260520,鹏鼎控股：mSAP_PCB领军厂商，光模块业务放量,一般,首份报告,广发证券,"王亮,耿正,王钰乔",2028Q4,7526100.0,,1287200.0,1101700.0,4.75,19.8,,21.5,12.7,买入,,104.07
002938.SZ,鹏鼎控股,20260518,鹏鼎控股公司2025年报点评：业绩稳步增长，高端PCB放量在即,点评,一般报告,国泰海通,文紫妍,2027Q4,5989700.0,,,748600.0,3.23,26.6,1.7,18.3,16.54,增持,,105.91
002938.SZ,鹏鼎控股,20260518,鹏鼎控股公司2025年报点评：业绩稳步增长，高端PCB放量在即,点评,一般报告,国泰海通,文紫妍,2028Q4,7947300.0,,,1050500.0,4.53,18.96,2.4,22.5,12.61,增持,,105.91
002938.SZ,鹏鼎控股,20260518,鹏鼎控股公司2025年报点评：业绩稳步增长，高端PCB放量在即,点评,一般报告,国泰海通,文紫妍,2026Q4,4811700.0,,,557800.0,2.41,35.7,1.4,15.2,20.8,增持,,105.91
002938.SZ,鹏鼎控股,20260512,电子行业：PCB产业链2025年及26Q1业绩综述——下游需求旺盛，产业链业绩高增,非个股,一般报告,东莞证券,罗炜斌,2026Q4,,,,537787.836,2.32,,,,,买入,,
002938.SZ,鹏鼎控股,20260512,电子行业：PCB产业链2025年及26Q1业绩综述——下游需求旺盛，产业链业绩高增,非个股,一般报告,东莞证券,罗炜斌,2027Q4,,,,748730.478,3.23,,,,,买入,,
002938.SZ,鹏鼎控股,20260510,鹏鼎控股公司动态研究：加大资本开支，全面覆盖AI“云-管-端”,点评,首份报告,国海证券,"胡剑,李晓康",2026Q4,4685200.0,,600200.0,539700.0,2.33,32.44,,15.0,16.38,买入,,
002938.SZ,鹏鼎控股,20260510,鹏鼎控股公司动态研究：加大资本开支，全面覆盖AI“云-管-端”,点评,首份报告,国海证券,"胡剑,李晓康",2027Q4,5985800.0,,833100.0,738600.0,3.19,23.71,,18.0,12.28,买入,,
002938.SZ,鹏鼎控股,20260510,鹏鼎控股公司动态研究：加大资本开支，全面覆盖AI“云-管-端”,点评,首份报告,国海证券,"胡剑,李晓康",2028Q4,7522900.0,,1116800.0,981700.0,4.24,17.84,,20.0,9.51,买入,,
002938.SZ,鹏鼎控股,20260504,鹏鼎控股：26Q1业绩超预期，光模块SLP望成为新增长引擎,点评,一般报告,招商证券,"鄢凡,程鑫,涂锟山",2028Q4,7751700.0,,1443300.0,1258900.0,5.43,13.3,,26.6,9.2,强烈推荐,,
002938.SZ,鹏鼎控股,20260504,鹏鼎控股：26Q1业绩超预期，光模块SLP望成为新增长引擎,点评,一般报告,招商证券,"鄢凡,程鑫,涂锟山",2027Q4,6056000.0,,1012500.0,883200.0,3.81,18.9,,22.0,12.2,强烈推荐,,
002938.SZ,鹏鼎控股,20260504,鹏鼎控股：26Q1业绩超预期，光模块SLP望成为新增长引擎,点评,一般报告,招商证券,"鄢凡,程鑫,涂锟山",2026Q4,4658500.0,,599900.0,523400.0,2.26,31.9,,14.7,17.8,强烈推荐,,
002938.SZ,鹏鼎控股,20260502,鹏鼎控股：加大投入，聚焦AI新赛道,点评,首份报告,国投证券,"马良,朱思",2026Q4,4768100.0,,605300.0,532700.0,2.3,31.4,0.3,13.8,17.4,买入,,82.31
002938.SZ,鹏鼎控股,20260502,鹏鼎控股：加大投入，聚焦AI新赛道,点评,首份报告,国投证券,"马良,朱思",2027Q4,5941100.0,,867600.0,763200.0,3.29,21.9,1.1,17.2,12.5,买入,,82.31
002938.SZ,鹏鼎控股,20260502,鹏鼎控股：加大投入，聚焦AI新赛道,点评,首份报告,国投证券,"马良,朱思",2028Q4,7248100.0,,1081000.0,952900.0,4.11,17.5,0.6,18.1,9.9,买入,,82.31
002938.SZ,鹏鼎控股,20260421,鹏鼎控股跟踪点评：传统业务稳健增长，AI业务迎加速放量,点评,一般报告,中信证券,"徐涛,胡叶倩雯",2026Q4,4553800.0,,561000.0,502700.0,2.17,30.4,,13.6,15.7,买入,,76.0
002938.SZ,鹏鼎控股,20260421,鹏鼎控股跟踪点评：传统业务稳健增长，AI业务迎加速放量,点评,一般报告,中信证券,"徐涛,胡叶倩雯",2027Q4,5772000.0,,848400.0,753300.0,3.25,20.3,,17.7,10.2,买入,,76.0
002938.SZ,鹏鼎控股,20260421,鹏鼎控股跟踪点评：传统业务稳健增长，AI业务迎加速放量,点评,一般报告,中信证券,"徐涛,胡叶倩雯",2028Q4,7180900.0,,1177400.0,1042700.0,4.5,14.6,,20.5,7.3,买入,,76.0
002938.SZ,鹏鼎控股,20260413,鹏鼎控股2025年年报点评：加码AI算力方向，盈利韧性持续提升,点评,一般报告,西部证券,"卢宇程,徐乙苒",2026Q4,4717400.0,,605100.0,542800.0,2.34,24.0,,15.1,,买入,,
002938.SZ,鹏鼎控股,20260413,鹏鼎控股2025年年报点评：加码AI算力方向，盈利韧性持续提升,点评,一般报告,西部证券,"卢宇程,徐乙苒",2027Q4,5618900.0,,767400.0,682000.0,2.94,19.1,,17.1,,买入,,
002938.SZ,鹏鼎控股,20260413,鹏鼎控股2025年年报点评：加码AI算力方向，盈利韧性持续提升,点评,一般报告,西部证券,"卢宇程,徐乙苒",2028Q4,7406800.0,,1163000.0,1030100.0,4.44,12.7,,22.3,,买入,,
002938.SZ,鹏鼎控股,20260408,鹏鼎控股：加码CAPEX扩充AI产能，全面覆盖AI时代云管端应用,点评,一般报告,中邮证券,"万玮,吴文吉",2026Q4,4764200.0,,623500.0,558703.0,2.41,21.11,,14.4,6.99,买入,,
002938.SZ,鹏鼎控股,20260408,鹏鼎控股：加码CAPEX扩充AI产能，全面覆盖AI时代云管端应用,点评,一般报告,中邮证券,"万玮,吴文吉",2027Q4,6017000.0,,923600.0,820100.0,3.54,14.38,,17.7,5.08,买入,,
002938.SZ,鹏鼎控股,20260408,鹏鼎控股：加码CAPEX扩充AI产能，全面覆盖AI时代云管端应用,点评,一般报告,中邮证券,"万玮,吴文吉",2028Q4,7719900.0,,1231000.0,1090156.0,4.7,10.82,,19.5,5.12,买入,,
002938.SZ,鹏鼎控股,20260405,鹏鼎控股：26年资本开支大超预期，AI算力与终端产能加速布局,点评,一般报告,招商证券,"鄢凡,程鑫,涂锟山",2026Q4,4541100.0,,563000.0,491200.0,2.12,24.0,,13.9,13.2,强烈推荐,,
002938.SZ,鹏鼎控股,20260405,鹏鼎控股：26年资本开支大超预期，AI算力与终端产能加速布局,点评,一般报告,招商证券,"鄢凡,程鑫,涂锟山",2027Q4,5767100.0,,908700.0,792700.0,3.42,14.9,,20.1,9.4,强烈推荐,,
002938.SZ,鹏鼎控股,20260405,鹏鼎控股：26年资本开支大超预期，AI算力与终端产能加速布局,点评,一般报告,招商证券,"鄢凡,程鑫,涂锟山",2028Q4,7381900.0,,1229200.0,1072200.0,4.63,11.0,,23.5,7.4,强烈推荐,,
002938.SZ,鹏鼎控股,20260404,鹏鼎控股2025年年报点评：全球产能加速扩张，全面覆盖AI时代云管端应用,点评,一般报告,长江证券,杨洋,2026Q4,4697600.0,1103900.0,614200.0,551600.0,2.38,21.92,,15.3,18.28,买入,,
002938.SZ,鹏鼎控股,20260404,鹏鼎控股2025年年报点评：全球产能加速扩张，全面覆盖AI时代云管端应用,点评,一般报告,长江证券,杨洋,2027Q4,6013000.0,1533300.0,925000.0,831200.0,3.59,14.55,,21.2,11.9,买入,,
002938.SZ,鹏鼎控股,20260404,鹏鼎控股2025年年报点评：全球产能加速扩张，全面覆盖AI时代云管端应用,点评,一般报告,长江证券,杨洋,2028Q4,7816900.0,2071500.0,1236500.0,1105500.0,4.77,10.94,,25.5,8.67,买入,,
002938.SZ,鹏鼎控股,20260402,鹏鼎控股：资本开支大幅提升，加码高端产能布局,点评,一般报告,财通证券,"吴姣晨,唐佳",2026Q4,4787836.0,,627589.0,548787.0,2.37,21.5,2.9,15.2,10.7,增持,,
002938.SZ,鹏鼎控股,20260402,鹏鼎控股：资本开支大幅提升，加码高端产能布局,点评,一般报告,财通证券,"吴姣晨,唐佳",2027Q4,5787250.0,,842460.0,741736.0,3.2,15.9,3.9,19.1,8.4,增持,,
002938.SZ,鹏鼎控股,20260402,鹏鼎控股：资本开支大幅提升，加码高端产能布局,点评,一般报告,财通证券,"吴姣晨,唐佳",2028Q4,7063942.0,,1150284.0,1075205.0,4.64,11.0,5.6,25.1,6.5,增持,,
002938.SZ,鹏鼎控股,20260402,鹏鼎控股：AI“云-端”协同发力，全球化产能布局加速成长——公司信息更新报告,点评,一般报告,开源证券,"陈蓉芳,张威震,刘琦",2026Q4,4790400.0,,576400.0,506400.0,2.18,24.5,,12.7,13.3,买入,,
002938.SZ,鹏鼎控股,20260402,鹏鼎控股：AI“云-端”协同发力，全球化产能布局加速成长——公司信息更新报告,点评,一般报告,开源证券,"陈蓉芳,张威震,刘琦",2027Q4,5885700.0,,779000.0,681100.0,2.94,18.2,,14.9,9.8,买入,,
002938.SZ,鹏鼎控股,20260402,鹏鼎控股：AI“云-端”协同发力，全球化产能布局加速成长——公司信息更新报告,点评,一般报告,开源证券,"陈蓉芳,张威震,刘琦",2028Q4,7495500.0,,1018600.0,890500.0,3.84,14.0,,16.5,7.5,买入,,
002938.SZ,鹏鼎控股,20260331,鹏鼎控股：4Q25业绩承压，PCB加速扩产把握产业机遇,点评,一般报告,中金,"李澄宁,江磊,温晗静,贾顺鹤,彭虎,何欣怡,唐宗其",2026Q4,4685200.0,1129500.0,640000.0,556600.0,2.4,21.7,1.4,15.6,11.8,跑赢行业,,60.0
002938.SZ,鹏鼎控股,20260331,鹏鼎控股：4Q25业绩承压，PCB加速扩产把握产业机遇,点评,一般报告,中金,"李澄宁,江磊,温晗静,贾顺鹤,彭虎,何欣怡,唐宗其",2027Q4,5356500.0,1360200.0,782300.0,679900.0,2.93,17.8,1.7,17.0,9.3,跑赢行业,,60.0
002938.SZ,鹏鼎控股,20260331,鹏鼎控股：25年稳健增长，持续扩大capex助力未来成长,点评,一般报告,中泰证券,"王芳,刘博文",2026Q4,4887600.0,,641500.0,561800.0,2.42,20.9,,14.6,88.0,买入,,
002938.SZ,鹏鼎控股,20260331,鹏鼎控股：25年稳健增长，持续扩大capex助力未来成长,点评,一般报告,中泰证券,"王芳,刘博文",2027Q4,6370500.0,,907100.0,817300.0,3.53,14.4,,17.9,70.0,买入,,
002938.SZ,鹏鼎控股,20260331,鹏鼎控股：25年稳健增长，持续扩大capex助力未来成长,点评,一般报告,中泰证券,"王芳,刘博文",2028Q4,8127000.0,,1217200.0,1096600.0,4.73,10.7,,19.8,57.0,买入,,
002938.SZ,鹏鼎控股,20260330,鹏鼎控股：加速算力产能建设，“云-管-端”齐头并进,点评,一般报告,东北证券,"李玖,张禹,尚靖",2026Q4,4717600.0,,622100.0,558300.0,2.41,21.03,2.95,15.49,,买入,,
002938.SZ,鹏鼎控股,20260330,鹏鼎控股：加速算力产能建设，“云-管-端”齐头并进,点评,一般报告,东北证券,"李玖,张禹,尚靖",2025Q4,3914700.0,,428400.0,373800.0,1.61,31.42,1.98,11.42,,买入,,
002938.SZ,鹏鼎控股,20260330,鹏鼎控股：加速算力产能建设，“云-管-端”齐头并进,点评,一般报告,东北证券,"李玖,张禹,尚靖",2027Q4,5633000.0,,849700.0,762500.0,3.29,15.4,4.03,19.59,,买入,,
002938.SZ,鹏鼎控股,20260330,鹏鼎控股：加速算力产能建设，“云-管-端”齐头并进,点评,一般报告,东北证券,"李玖,张禹,尚靖",2028Q4,6686600.0,,1074000.0,963800.0,4.16,12.18,5.09,22.63,,买入,,
002938.SZ,鹏鼎控股,20260304,鹏鼎控股：具备AI竞争力，基本盘增速有底,深度,首份报告,国金证券,"樊志远,邓小路",2025Q4,4020800.0,908600.0,447800.0,382600.0,1.651,31.9,,11.28,,买入,,72.46
002938.SZ,鹏鼎控股,20260304,鹏鼎控股：具备AI竞争力，基本盘增速有底,深度,首份报告,国金证券,"樊志远,邓小路",2026Q4,5107800.0,1215800.0,630500.0,563100.0,2.429,21.68,,15.74,,买入,,72.46
002938.SZ,鹏鼎控股,20260304,鹏鼎控股：具备AI竞争力，基本盘增速有底,深度,首份报告,国金证券,"樊志远,邓小路",2027Q4,7236100.0,1798100.0,969100.0,864500.0,3.729,14.12,,22.38,,买入,,72.46
002938.SZ,鹏鼎控股,20260210,电子行业－PCB产业链深度报告：2025年业绩预告高增，2026年景气持续,非个股,一般报告,东莞证券,"罗炜斌,陈伟光",2025Q4,,,,426521.387,1.84,,,,,买入,,
002938.SZ,鹏鼎控股,20260210,电子行业－PCB产业链深度报告：2025年业绩预告高增，2026年景气持续,非个股,一般报告,东莞证券,"罗炜斌,陈伟光",2026Q4,,,,535469.785,2.31,,,,,买入,,
002938.SZ,鹏鼎控股,20260210,电子：AI_PCB/存储/服务器业绩高增，封装及设备国产化加速——2025年电子业绩前瞻,非个股,一般报告,申万宏源证券,"杨海晏,袁航,杨紫璇,陈俊兆,姜安然",2025Q4,,,,400800.0,1.729,,,,,无,,
002938.SZ,鹏鼎控股,20260210,电子：AI_PCB/存储/服务器业绩高增，封装及设备国产化加速——2025年电子业绩前瞻,非个股,一般报告,申万宏源证券,"杨海晏,袁航,杨紫璇,陈俊兆,姜安然",2026Q4,,,,430000.0,1.855,,,,,无,,
002938.SZ,鹏鼎控股,20260204,鹏鼎控股更新报告：全球PCB龙头卡位算力赛道，AI驱动第二成长曲线,点评,一般报告,浙商证券,"高宇洋,田发祥",2025Q4,4159202.0,,507200.0,459779.0,1.98,31.13,,13.23,21.0,增持,,
002938.SZ,鹏鼎控股,20260204,鹏鼎控股更新报告：全球PCB龙头卡位算力赛道，AI驱动第二成长曲线,点评,一般报告,浙商证券,"高宇洋,田发祥",2026Q4,4905399.0,,200.0,557610.0,2.4,25.67,,13.95,17.19,增持,,
002938.SZ,鹏鼎控股,20260204,鹏鼎控股更新报告：全球PCB龙头卡位算力赛道，AI驱动第二成长曲线,点评,一般报告,浙商证券,"高宇洋,田发祥",2027Q4,5801358.0,,801700.0,724383.0,3.12,19.76,,15.62,12.89,增持,,
002938.SZ,鹏鼎控股,20260119,电子行业点评：胜宏科技发布业绩预告，26年PCB发展再加速,非个股,一般报告,国联民生证券,"方竞,李伯语",2025Q4,,,,454337.999,1.96,,,,,推荐,,
002938.SZ,鹏鼎控股,20260119,电子行业点评：胜宏科技发布业绩预告，26年PCB发展再加速,非个股,一般报告,国联民生证券,"方竞,李伯语",2026Q4,,,,556332.244,2.4,,,,,推荐,,
002938.SZ,鹏鼎控股,20260119,电子行业点评：胜宏科技发布业绩预告，26年PCB发展再加速,非个股,一般报告,国联民生证券,"方竞,李伯语",2027Q4,,,,658326.489,2.84,,,,,推荐,,
