ts_code,name,report_date,report_title,report_type,classify,org_name,author_name,quarter,op_rt,op_pr,tp,np,eps,pe,rd,roe,ev_ebitda,rating,max_price,min_price
002335.SZ,科华数据,20260512,科华数据：业绩保持增长，三大业务持续深耕拓展,点评,一般报告,天风证券,"王奕红,陈汇丰,唐海清,孙潇雅",2026Q4,972551.0,,75838.0,69885.0,1.36,51.07,,9.81,23.78,买入,,
002335.SZ,科华数据,20260512,科华数据：业绩保持增长，三大业务持续深耕拓展,点评,一般报告,天风证券,"王奕红,陈汇丰,唐海清,孙潇雅",2027Q4,1162953.0,,107172.0,98759.0,1.92,36.14,,12.46,17.41,买入,,
002335.SZ,科华数据,20260512,科华数据：业绩保持增长，三大业务持续深耕拓展,点评,一般报告,天风证券,"王奕红,陈汇丰,唐海清,孙潇雅",2028Q4,1389014.0,,140440.0,129416.0,2.51,27.58,,14.43,15.72,买入,,
002335.SZ,科华数据,20260508,科华数据：智算与新能源双轮驱动，开启增长新篇章,点评,一般报告,华福证券,邓伟,2026Q4,993400.0,,73600.0,67500.0,1.31,52.8,,9.7,25.0,买入,,
002335.SZ,科华数据,20260508,科华数据：智算与新能源双轮驱动，开启增长新篇章,点评,一般报告,华福证券,邓伟,2027Q4,1205000.0,,100900.0,95300.0,1.85,37.4,,12.3,21.0,买入,,
002335.SZ,科华数据,20260508,科华数据：智算与新能源双轮驱动，开启增长新篇章,点评,一般报告,华福证券,邓伟,2028Q4,1394700.0,,137300.0,131800.0,2.56,27.0,,14.9,17.0,买入,,
002335.SZ,科华数据,20260506,科华数据：海外收入高增，持续看好数据中心＋海外储能需求β,点评,一般报告,国盛证券,"杨润思,杨凡仪",2028Q4,1523700.0,,139900.0,134800.0,2.62,23.3,,17.8,23.0,买入,,
002335.SZ,科华数据,20260506,科华数据：海外收入高增，持续看好数据中心＋海外储能需求β,点评,一般报告,国盛证券,"杨润思,杨凡仪",2027Q4,1258200.0,,107200.0,103300.0,2.0,30.4,,14.6,24.2,买入,,
002335.SZ,科华数据,20260506,科华数据：海外收入高增，持续看好数据中心＋海外储能需求β,点评,一般报告,国盛证券,"杨润思,杨凡仪",2026Q4,1004100.0,,69700.0,67200.0,1.3,46.7,,10.1,31.6,买入,,
002335.SZ,科华数据,20260428,科华数据：业绩稳健增长，海外拓展打开成长新空间,点评,一般报告,国投证券,"马良,常思远,王寓捷",2026Q4,976900.0,,69900.0,68400.0,1.327,49.3,0.2,9.5,16.6,买入,,78.12
002335.SZ,科华数据,20260428,科华数据：业绩稳健增长，海外拓展打开成长新空间,点评,一般报告,国投证券,"马良,常思远,王寓捷",2027Q4,1178400.0,,101000.0,98800.0,1.917,34.1,0.3,12.2,13.5,买入,,78.12
002335.SZ,科华数据,20260428,科华数据：业绩稳健增长，海外拓展打开成长新空间,点评,一般报告,国投证券,"马良,常思远,王寓捷",2028Q4,1387600.0,,132400.0,129500.0,2.513,26.0,0.3,13.9,11.1,买入,,78.12
002335.SZ,科华数据,20260428,Kehua＿Data＿Co.：1Q26＿miss＿on＿domestic＿data＿center＿construction＿hiccup，overseas＿ESS＿as＿bright＿spot；Neutral,点评,一般报告,高盛集团（GoldmanSachs）,"陈豪,Jacqueline Du,李舟",2026Q2,,,,,0.69,,,,,Neutral,,54.0
002335.SZ,科华数据,20260428,Kehua＿Data＿Co.：1Q26＿miss＿on＿domestic＿data＿center＿construction＿hiccup，overseas＿ESS＿as＿bright＿spot；Neutral,点评,一般报告,高盛集团（GoldmanSachs）,"陈豪,Jacqueline Du,李舟",2026Q4,958080.0,,,,1.41,46.0,0.9,,,Neutral,,54.0
002335.SZ,科华数据,20260428,Kehua＿Data＿Co.：1Q26＿miss＿on＿domestic＿data＿center＿construction＿hiccup，overseas＿ESS＿as＿bright＿spot；Neutral,点评,一般报告,高盛集团（GoldmanSachs）,"陈豪,Jacqueline Du,李舟",2027Q4,1112080.0,,,,1.8,35.9,1.1,,,Neutral,,54.0
002335.SZ,科华数据,20260428,Kehua＿Data＿Co.：1Q26＿miss＿on＿domestic＿data＿center＿construction＿hiccup，overseas＿ESS＿as＿bright＿spot；Neutral,点评,一般报告,高盛集团（GoldmanSachs）,"陈豪,Jacqueline Du,李舟",2028Q4,1279880.0,,,,2.13,30.4,1.3,,,Neutral,,54.0
002335.SZ,科华数据,20260428,科华数据：业绩符合市场预期，海外增长空间广阔,点评,一般报告,中金,"王颖东,车姝韵,季枫,曲昊源",2026Q4,996800.0,262900.0,111100.0,93300.0,1.81,35.0,0.9,13.8,17.5,跑赢行业,,70.0
002335.SZ,科华数据,20260428,科华数据：业绩符合市场预期，海外增长空间广阔,点评,一般报告,中金,"王颖东,车姝韵,季枫,曲昊源",2027Q4,1176100.0,314200.0,144900.0,122000.0,2.37,26.8,1.1,16.1,13.8,跑赢行业,,70.0
002335.SZ,科华数据,20260427,科华数据2025年报及2026年一季报点评：智算中心技术客户储备充分有望高增、新能源加大海外扩张持续修复,点评,一般报告,东吴证券,"曾朵红,郭亚男",2026Q4,1140500.0,,75400.0,69460.0,1.35,47.96,,10.4,,买入,,
