ts_code,name,report_date,report_title,report_type,classify,org_name,author_name,quarter,op_rt,op_pr,tp,np,eps,pe,rd,roe,ev_ebitda,rating,max_price,min_price
002050.SZ,三花智控,20260905,三花智控2026H1点评：收入端稳健增长，机器人与液冷打开新空间,点评,一般报告,国泰海通证券,"蔡雯娟,林叙希",2028Q4,4567800.0,770000.0,,647600.0,1.54,23.04,1.7,15.7,14.84,增持,41.07,41.07
002050.SZ,三花智控,20260905,三花智控2026H1点评：收入端稳健增长，机器人与液冷打开新空间,点评,一般报告,国泰海通证券,"蔡雯娟,林叙希",2027Q4,3956900.0,650400.0,,546600.0,1.3,27.3,1.5,14.6,17.54,增持,41.07,41.07
002050.SZ,三花智控,20260905,三花智控2026H1点评：收入端稳健增长，机器人与液冷打开新空间,点评,一般报告,国泰海通证券,"蔡雯娟,林叙希",2026Q4,3411300.0,550400.0,,467500.0,1.11,31.92,1.3,13.7,19.53,增持,41.07,41.07
002050.SZ,三花智控,20260902,汽车及零部件：引导车企健康有序出海，着眼长期行稳致远,一般,一般报告,中金公司,"邓学,常菁,陈雅婷,任丹霖,荆文娟",2027Q4,4047300.0,,,542200.0,,27.9,,,,,,
002050.SZ,三花智控,20260902,汽车及零部件：引导车企健康有序出海，着眼长期行稳致远,一般,一般报告,中金公司,"邓学,常菁,陈雅婷,任丹霖,荆文娟",2026Q4,3447100.0,,,439700.0,,34.4,,,,,,
002050.SZ,三花智控,20260831,三花智控：经营性业绩维持稳健，液冷等新业务兑现增量,点评,一般报告,中信建投证券,"程似骐,陶亦然,陈怀山",2028Q4,4297702.0,,,625504.0,1.49,24.33,,14.51,,买入,,
002050.SZ,三花智控,20260831,三花智控：经营性业绩维持稳健，液冷等新业务兑现增量,点评,一般报告,中信建投证券,"程似骐,陶亦然,陈怀山",2027Q4,3794478.0,,,528034.0,1.25,28.82,,13.66,,买入,,
002050.SZ,三花智控,20260831,三花智控：经营性业绩维持稳健，液冷等新业务兑现增量,点评,一般报告,中信建投证券,"程似骐,陶亦然,陈怀山",2026Q4,3406010.0,,,448253.0,1.07,33.95,,12.83,,买入,,
002050.SZ,三花智控,20260830,三花智控：2026Q2业绩短期承压，机器人业务稳步推进,点评,一般报告,兴业证券,董晓彬,2028Q4,4513600.0,740800.0,739300.0,646200.0,1.54,23.6,,14.1,,增持,,
002050.SZ,三花智控,20260830,三花智控：2026Q2业绩短期承压，机器人业务稳步推进,点评,一般报告,兴业证券,董晓彬,2027Q4,3924800.0,613000.0,611500.0,533700.0,1.27,28.5,,13.3,,增持,,
002050.SZ,三花智控,20260830,三花智控：2026Q2业绩短期承压，机器人业务稳步推进,点评,一般报告,兴业证券,董晓彬,2026Q4,3473300.0,515600.0,514100.0,448000.0,1.06,34.0,,12.7,,增持,,
002050.SZ,三花智控,20260827,三花智控：收入端稳健增长，顺利开拓液冷+机器人新产品,点评,一般报告,国盛证券,"丁逸朦,江莹",2028Q4,4716100.0,769900.0,768300.0,631300.0,1.5,24.1,,13.8,15.7,买入,,
002050.SZ,三花智控,20260827,三花智控：收入端稳健增长，顺利开拓液冷+机器人新产品,点评,一般报告,国盛证券,"丁逸朦,江莹",2027Q4,4065600.0,641300.0,639700.0,525600.0,1.25,28.9,,13.1,18.7,买入,,
002050.SZ,三花智控,20260827,三花智控：收入端稳健增长，顺利开拓液冷+机器人新产品,点评,一般报告,国盛证券,"丁逸朦,江莹",2026Q4,3535300.0,557100.0,555500.0,456400.0,1.08,33.3,,12.9,21.9,买入,,
002050.SZ,三花智控,20260827,三花智控：2Q26营收增长稳健，多元增长曲线清晰,点评,一般报告,中金公司,"邓学,汤亚玮,荆文娟,任丹霖",2027Q4,4047300.0,646300.0,646300.0,542200.0,1.29,28.0,1.6,14.8,18.1,跑赢行业,52.0,52.0
002050.SZ,三花智控,20260827,三花智控：2Q26营收增长稳健，多元增长曲线清晰,点评,一般报告,中金公司,"邓学,汤亚玮,荆文娟,任丹霖",2026Q4,3447100.0,524400.0,524400.0,439700.0,1.04,34.6,1.3,13.2,21.5,跑赢行业,52.0,52.0
002050.SZ,三花智控,20260827,三花智控2026半年报点评：业绩符合市场预期，机器人执行器加速量产,点评,一般报告,东吴证券,"曾朵红,许钧赫,陈俞成",2028Q2,5115800.0,866600.0,866700.0,730100.0,1.73,21.22,,15.6,,买入,,
002050.SZ,三花智控,20260827,三花智控2026半年报点评：业绩符合市场预期，机器人执行器加速量产,点评,一般报告,东吴证券,"曾朵红,许钧赫,陈俞成",2027Q2,4281700.0,686700.0,686800.0,577400.0,1.37,26.84,,14.32,,买入,,
002050.SZ,三花智控,20260827,三花智控2026半年报点评：业绩符合市场预期，机器人执行器加速量产,点评,一般报告,东吴证券,"曾朵红,许钧赫,陈俞成",2026Q2,3519800.0,536800.0,536900.0,450900.0,1.07,34.36,,12.82,,买入,,
002050.SZ,三花智控,20260825,三花智控：深耕热管理，机器人液冷双翼飞,一般,一般报告,长江证券,"邬博华,赵智勇,高伊楠,陈亮,曹海花,司鸿历",2028Q4,5371400.0,813300.0,813300.0,684400.0,1.63,22.57,,13.9,16.92,买入,,
002050.SZ,三花智控,20260825,三花智控：深耕热管理，机器人液冷双翼飞,一般,一般报告,长江证券,"邬博华,赵智勇,高伊楠,陈亮,曹海花,司鸿历",2027Q4,4476200.0,661400.0,661400.0,556600.0,1.32,27.75,,13.1,21.4,买入,,
002050.SZ,三花智控,20260825,三花智控：深耕热管理，机器人液冷双翼飞,一般,一般报告,长江证券,"邬博华,赵智勇,高伊楠,陈亮,曹海花,司鸿历",2026Q4,3551900.0,553700.0,553700.0,466000.0,1.11,33.15,,12.7,26.06,买入,,
002050.SZ,三花智控,20260803,科技成长AI引领，周期价值将修复————机械行业2026年中期策略,非个股,一般报告,浙商证券,"邱世梁,王华君,王家艺,张菁,陈姝姝,王一帆,周向昉,陈红,徐琛奇",2028Q4,5260000.0,,,697000.0,1.656,,,,,无,,
002050.SZ,三花智控,20260803,科技成长AI引领，周期价值将修复————机械行业2026年中期策略,非个股,一般报告,浙商证券,"邱世梁,王华君,王家艺,张菁,陈姝姝,王一帆,周向昉,陈红,徐琛奇",2027Q4,4210000.0,,,574000.0,1.364,,,,,无,,
002050.SZ,三花智控,20260803,科技成长AI引领，周期价值将修复————机械行业2026年中期策略,非个股,一般报告,浙商证券,"邱世梁,王华君,王家艺,张菁,陈姝姝,王一帆,周向昉,陈红,徐琛奇",2026Q4,3540000.0,,,478000.0,1.136,,,,,无,,
