ts_code,name,report_date,report_title,report_type,classify,org_name,author_name,quarter,op_rt,op_pr,tp,np,eps,pe,rd,roe,ev_ebitda,rating,max_price,min_price
603986.SH,兆易创新,20260526,兆易创新：全芯赋能，智创未来,点评,一般报告,中邮证券,"吴文吉,翟一梦",2026Q4,1692300.0,,664500.0,608103.0,8.67,59.45,,26.4,47.72,买入,,
603986.SH,兆易创新,20260526,兆易创新：全芯赋能，智创未来,点评,一般报告,中邮证券,"吴文吉,翟一梦",2027Q4,2111200.0,,816500.0,745885.0,10.64,48.46,,26.5,39.21,买入,,
603986.SH,兆易创新,20260526,兆易创新：全芯赋能，智创未来,点评,一般报告,中邮证券,"吴文吉,翟一梦",2028Q4,2540300.0,,993100.0,904560.0,12.9,39.96,,26.4,32.86,买入,,
603986.SH,兆易创新,20260515,兆易创新：存储/MCU共振，一季度业绩强劲增长,点评,一般报告,野村东方国际证券,"戴洁,李之婧",2026Q4,1645600.0,873800.0,470300.0,458500.0,6.54,54.5,0.6,20.9,46.9,增持,,523.0
603986.SH,兆易创新,20260515,兆易创新：存储/MCU共振，一季度业绩强劲增长,点评,一般报告,野村东方国际证券,"戴洁,李之婧",2027Q4,2193500.0,1157600.0,603300.0,587600.0,8.38,42.5,0.8,22.6,36.7,增持,,523.0
603986.SH,兆易创新,20260515,兆易创新：存储/MCU共振，一季度业绩强劲增长,点评,一般报告,野村东方国际证券,"戴洁,李之婧",2028Q4,2429100.0,1260900.0,657100.0,638400.0,9.11,39.1,0.5,20.6,33.3,增持,,523.0
603986.SH,兆易创新,20260514,兆易创新25年报及26Q1季报点评：利基型存储量价齐升，持续拓宽MCU技术实力,点评,一般报告,中原证券,邹臣,2026Q4,1649400.0,,616200.0,600700.0,8.57,42.6,,26.19,36.78,买入,,
603986.SH,兆易创新,20260514,兆易创新25年报及26Q1季报点评：利基型存储量价齐升，持续拓宽MCU技术实力,点评,一般报告,中原证券,邹臣,2027Q4,2111000.0,,791400.0,770400.0,10.99,33.22,,27.33,28.45,买入,,
603986.SH,兆易创新,20260514,兆易创新25年报及26Q1季报点评：利基型存储量价齐升，持续拓宽MCU技术实力,点评,一般报告,中原证券,邹臣,2028Q4,2526600.0,,953700.0,927600.0,13.23,27.59,,26.88,23.51,买入,,
603986.SH,兆易创新,20260512,全球半导体销售额3月同比大增79.2%，AI竞争成供应链竞赛,非个股,一般报告,平安证券,"杨钟,徐碧云",2026Q4,,,,464830.925,6.63,,,,,推荐,,
603986.SH,兆易创新,20260512,全球半导体销售额3月同比大增79.2%，AI竞争成供应链竞赛,非个股,一般报告,平安证券,"杨钟,徐碧云",2027Q4,,,,627486.694,8.95,,,,,推荐,,
603986.SH,兆易创新,20260512,全球半导体销售额3月同比大增79.2%，AI竞争成供应链竞赛,非个股,一般报告,平安证券,"杨钟,徐碧云",2028Q4,,,,725641.037,10.35,,,,,推荐,,
603986.SH,兆易创新,20260507,兆易创新：利基存储全面涨价，AI推动定制化需求增长,深度,一般报告,国盛证券,"佘凌星,沈朱樱婷",2026Q4,1889700.0,,798500.0,768900.0,10.97,28.5,,31.9,24.7,买入,,
603986.SH,兆易创新,20260507,兆易创新：利基存储全面涨价，AI推动定制化需求增长,深度,一般报告,国盛证券,"佘凌星,沈朱樱婷",2028Q4,3077100.0,,1329500.0,1280100.0,18.26,17.1,,32.0,14.1,买入,,
603986.SH,兆易创新,20260507,兆易创新：利基存储全面涨价，AI推动定制化需求增长,深度,一般报告,国盛证券,"佘凌星,沈朱樱婷",2027Q4,2576300.0,,1104800.0,1063800.0,15.17,20.6,,34.0,17.6,买入,,
603986.SH,兆易创新,20260506,兆易创新2025年报及2026年一季报点评：存储周期上行带动量价齐升，26年关联交易额度超预期,点评,一般报告,华创证券,"岳阳,吴鑫,卢依雯",2026Q4,1689400.0,,647000.0,624400.0,8.91,35.0,,25.2,34.0,强推,,445.32
603986.SH,兆易创新,20260506,兆易创新2025年报及2026年一季报点评：存储周期上行带动量价齐升，26年关联交易额度超预期,点评,一般报告,华创证券,"岳阳,吴鑫,卢依雯",2027Q4,2082500.0,,825500.0,796800.0,11.36,28.0,,25.9,26.0,强推,,445.32
603986.SH,兆易创新,20260506,兆易创新2025年报及2026年一季报点评：存储周期上行带动量价齐升，26年关联交易额度超预期,点评,一般报告,华创证券,"岳阳,吴鑫,卢依雯",2028Q4,2503000.0,,986400.0,932300.0,13.3,24.0,,24.8,22.0,强推,,445.32
603986.SH,兆易创新,20260506,兆易创新：Q1利润创历史新高，全年与长鑫关联交易增至57亿元,点评,首份报告,招商证券,"鄢凡,谌薇,涂锟山",2028Q4,2907800.0,,1095200.0,1062600.0,15.16,20.7,,25.4,18.0,强烈推荐,,
603986.SH,兆易创新,20260506,兆易创新：Q1利润创历史新高，全年与长鑫关联交易增至57亿元,点评,首份报告,招商证券,"鄢凡,谌薇,涂锟山",2027Q4,2404900.0,,892000.0,865500.0,12.34,25.4,,25.6,22.1,强烈推荐,,
603986.SH,兆易创新,20260506,兆易创新：Q1利润创历史新高，全年与长鑫关联交易增至57亿元,点评,首份报告,招商证券,"鄢凡,谌薇,涂锟山",2026Q4,1886300.0,,696600.0,675800.0,9.64,32.5,,27.5,28.2,强烈推荐,,
603986.SH,兆易创新,20260504,Gigadevice：Specialty＿DRAM＿and＿NOR＿Flash＿to＿drive＿sequential＿growth＿in＿2Q／3Q；1Q26＿Rev／NT＿beat；Buy,点评,一般报告,高盛集团（GoldmanSachs）,"Ting Song,Allen Chang,Verena Jeng",2026Q2,,,,,4.23,,,,,Buy,,391.0
603986.SH,兆易创新,20260504,Gigadevice：Specialty＿DRAM＿and＿NOR＿Flash＿to＿drive＿sequential＿growth＿in＿2Q／3Q；1Q26＿Rev／NT＿beat；Buy,点评,一般报告,高盛集团（GoldmanSachs）,"Ting Song,Allen Chang,Verena Jeng",2026Q4,1652850.0,841200.0,574800.0,529900.0,7.56,41.4,0.5,,,Buy,,391.0
603986.SH,兆易创新,20260504,Gigadevice：Specialty＿DRAM＿and＿NOR＿Flash＿to＿drive＿sequential＿growth＿in＿2Q／3Q；1Q26＿Rev／NT＿beat；Buy,点评,一般报告,高盛集团（GoldmanSachs）,"Ting Song,Allen Chang,Verena Jeng",2027Q4,1990330.0,939300.0,672100.0,625100.0,8.92,35.1,0.6,,,Buy,,391.0
603986.SH,兆易创新,20260504,Gigadevice：Specialty＿DRAM＿and＿NOR＿Flash＿to＿drive＿sequential＿growth＿in＿2Q／3Q；1Q26＿Rev／NT＿beat；Buy,点评,一般报告,高盛集团（GoldmanSachs）,"Ting Song,Allen Chang,Verena Jeng",2028Q4,2408120.0,1146000.0,881500.0,819800.0,11.69,26.8,0.8,,,Buy,,391.0
603986.SH,兆易创新,20260428,兆易创新：2026年关联交易超预期，景气上行期业绩有望持续兑现,点评,一般报告,长江证券,"杨洋,张梦杰",2028Q4,2572800.0,1221400.0,1005900.0,980900.0,13.99,21.28,,22.6,17.66,买入,,
603986.SH,兆易创新,20260428,兆易创新：2026年关联交易超预期，景气上行期业绩有望持续兑现,点评,一般报告,长江证券,"杨洋,张梦杰",2027Q4,2282900.0,1087600.0,857000.0,834000.0,11.89,25.03,,24.8,21.52,买入,,
603986.SH,兆易创新,20260428,兆易创新：2026年关联交易超预期，景气上行期业绩有望持续兑现,点评,一般报告,长江证券,"杨洋,张梦杰",2026Q4,1828700.0,955000.0,732200.0,710400.0,10.13,29.38,,28.0,25.63,买入,,
603986.SH,兆易创新,20260414,兆易创新：存储周期上行，供需结构优化推动公司产品量价齐升,点评,一般报告,平安证券,"杨钟,徐碧云",2026Q4,1530900.0,,475500.0,465000.0,6.63,42.2,,19.9,36.0,推荐,,
