model,samples,event_rate,mean_probability,brier,log_loss,roc_auc
price_only,938,0.27292110874200426,0.4589080891246552,0.2767364743209818,0.7503920683700844,0.23900866019061584
expanding_rate_baseline,938,0.27292110874200426,0.3882288794159608,0.2472081628902736,0.6892951326064783,0.16020207111436952
rolling_504_rate_baseline,938,0.27292110874200426,0.19701238704436996,0.2601296693161984,2.055478755961986,0.36246792521994137
price_only_rolling756,938,0.27292110874200426,0.2949716687880492,0.30145721456125696,0.8245287341821614,0.3731843383431085
price_plus_market_regime,938,0.27292110874200426,0.46219157920715764,0.28045707200274456,0.7588785092829982,0.27014983504398826
price_plus_market_regime_rolling756,938,0.27292110874200426,0.30271030298536633,0.3158209324933872,0.875035488533804,0.21736963892961877
price_regime_cross_breadth,938,0.27292110874200426,0.46180891395253926,0.28228233770176,0.7618724791962669,0.24697007881231672
price_regime_cross_breadth_rolling756,938,0.27292110874200426,0.29228220108177566,0.3042842009173576,0.8490517268281145,0.22129879948680353
